ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	BORID
720	Suzhou	louse	diæ¹³⁻²² səʔ⁴	d j æ ¹³ + s ə ʔ ⁴	156 155	805
721	Wenzhou	louse	sai⁴¹	s ai ⁴¹	155	800
722	Changsha	louse	sɿ²⁴	s ɿ ²⁴	155	800
723	Changsha	louse	sɿ²⁴ po¹³ tsɿ⁰	s ɿ ²⁴ + p o ¹³ + ts ɿ ⁰	155 28 19	804
724	Loudi	louse	ɕe¹³ bu¹³⁻³³ sɿ⁰	ɕ e ¹³ + b u ¹³ + s ɿ ⁰	155 28 19	804
725	Nanchang	louse	sət⁵	s ə t ⁵	155	800
726	Meixian	louse	set¹ ma¹¹	s e t ¹ + m a ¹¹	155 146	801
727	Guilin	louse	sɤ⁵⁵	s ɤ ⁵⁵	155	800
728	Guangzhou	louse	sɐt⁵	s ɐ t ⁵	155	800
729	Fuzhou	louse	sɛiʔ²⁴*⁻³⁵* mo³²	s ɛi ʔ ²⁴ + m o ³²	155 157	802
730	Xiamen	louse	ka⁵⁵⁻²² tsau⁵³	k a ⁵⁵ + ts au ⁵³	42 158	806
2970	Beijing	many	tuo⁵⁵	t w o ⁵⁵	595	828
2971	Ha_erbin	many	tuo⁴⁴	t w o ⁴⁴	595	828
2972	Jinan	many	tuɤ²¹⁴	t w ɤ ²¹⁴	595	828
2973	Rongcheng	many	tuɔ⁵²	t w ɔ ⁵²	595	828
2974	Taiyuan	many	tuo²¹	t w ɤ ²¹	595	820
2975	Xi_an	many	tuo²¹	t w o ²¹	595	828
2976	Chengdu	many	to⁴⁵	t o ⁴⁵	595	828
2977	Nanjing	many	to³¹	t o ³¹	595	828
2978	Jixi	many	tɵ⁵⁵	t ɵ ⁵⁵	595	821
2979	Suzhou	many	təu⁴⁴	t əu ⁴⁴	595	822
2980	Wenzhou	many	tɤu⁴⁴	t ɤu ⁴⁴	595	823
2981	Changsha	many	to³³	t o ³³	595	824
2982	Loudi	many	to⁴⁴	t o ⁴⁴	595	825
2983	Nanchang	many	to⁴²	t o ⁴²	595	826
2984	Meixian	many	to³³	t o ³³	595	827
2985	Guilin	many	tuo⁴²	t w o ⁴²	595	828
2986	Guangzhou	many	tɔ⁵³	t ɔ ⁵³	595	828
2987	Fuzhou	many	sa²⁴²	s a ²⁴²	595	828
2988	Xiamen	many	tsue²²	ts w e ²²	595	828
2092	Beijing	moon	yɛ⁵¹ liɑŋ⁰	ɥ ɛ ⁵¹ + l j ɑ ŋ ⁰	410 411	853
2093	Ha_erbin	moon	yɛ⁵³ liaŋ⁰	ɥ ɛ ⁵³ + l j a ŋ ⁰	410 411	853
2094	Jinan	moon	yɤ²¹⁻²¹⁴ liɑŋ³¹	ɥ ɤ ²¹ + l j ɑ ŋ ³¹	410 411	853
2095	Rongcheng	moon	yɛ³³⁴⁻³⁴ liaŋ³³⁴	ɥ ɛ ³⁴ + l j a ŋ ³³⁴	410 411	853
2096	Taiyuan	moon	yəʔ² lɪɒ̃⁴⁵	ɥ ə ʔ ² + l j ɒ̃ ⁴⁵	410 411	853
2097	Taiyuan	moon	yəʔ mi⁰	ɥ ə ʔ ² + m i ⁰	410 412	854
2098	Xi_an	moon	yɛ²¹ liɑŋ⁰	ɥ ɛ ²¹ + l j ɑ ŋ ⁰	410 411	853
2099	Chengdu	moon	ye²¹⁻⁵⁵ liaŋ⁰	ɥ e ²¹ + l j a ŋ ⁰	410 411	846
2100	Nanjing	moon	yeʔ⁵ liɑ̃⁰	ɥ e ʔ ⁵ + l j ɑ̃ ⁰	410 411	853
2101	Jixi	moon	yaʔ³²*⁻²³ ȵiɑ̃³¹	ɥ a ʔ ³² + ɲ j ɑ̃ ³¹	410 411	847
2102	Suzhou	moon	ŋəʔ²³* liã²³¹⁻³¹	ŋ ə ʔ ²³ + l j ã ²³¹	410 411	853
2103	Wenzhou	moon	ȵy²¹⁻² kuɔ⁴⁴	ɲ y ²¹ + k w ɔ ⁴⁴	410 413	855
2104	Changsha	moon	ye²⁴ lian¹¹	ɥ e ²⁴ + l j a n ¹¹	410 411	848
2105	Changsha	moon	ye²⁴ lian¹¹ pa³³ pa⁰	ɥ e ²⁴ + l j a n ¹¹ + p a ³³ + p a ⁰	410 411 309 778	849
2106	Loudi	moon	ue³⁵ kɔŋ⁴⁴⁻³³	w e ³⁵ + k ɔ ŋ ⁴⁴	410 413	855
2107	Nanchang	moon	ȵyot⁵ liɔŋ⁰	ɲ ɥ o t ⁵ + l j ɔ ŋ ⁰	410 411	853
2108	Meixian	moon	ŋiat⁵ kuoŋ³³	ŋ j a t ⁵ + k w o ŋ ³³	410 413	855
2109	Guilin	moon	lye⁵⁵ liɑŋ²¹	ɥ e ⁵⁵ + l j ɑ ŋ ²¹	410 411	850
2110	Guangzhou	moon	yt² kuɔŋ⁵⁵	y t ² + k w ɔ ŋ ⁵⁵	410 413	855
2111	Fuzhou	moon	ŋuoʔ⁵	ŋ w o ʔ ⁵	410	851
2112	Xiamen	moon	geʔ⁵⁻²¹* niũ²⁴	g e ʔ ⁵ + n j ũ ²⁴	410 31	852
586	Beijing	mountain	ʂan⁵⁵	ʂ a n ⁵⁵	139	856
587	Ha_erbin	mountain	ʂan⁴⁴	ʂ a n ⁴⁴	139	856
588	Jinan	mountain	ʂæ̃²¹³	ʂ æ̃ ²¹³	139	856
589	Rongcheng	mountain	ʂɐn⁵²	ʂ ɐ n ⁵²	139	856
590	Taiyuan	mountain	sæ̃²¹	s æ̃ ²¹	139	856
591	Xi_an	mountain	sæ̃²¹	s æ̃ ²¹	139	856
592	Chengdu	mountain	san⁴⁵	s a n ⁴⁵	139	856
593	Nanjing	mountain	sɑ̃³¹	s ɑ̃ ³¹	139	856
594	Jixi	mountain	sɔ⁴⁴	s ɔ ⁴⁴	139	856
595	Suzhou	mountain	sᴇ⁴⁴	s e̞ ⁴⁴	139	856
596	Wenzhou	mountain	sa⁴⁴	s a ⁴⁴	139	856
597	Changsha	mountain	san³³	s a n ³³	139	856
598	Loudi	mountain	sã⁴⁴	s ã ⁴⁴	139	856
599	Nanchang	mountain	san⁴²	s a n ⁴²	139	856
600	Meixian	mountain	san³³	s a n ³³	139	856
601	Guilin	mountain	sã⁴²	s ã ⁴²	139	856
602	Guangzhou	mountain	san⁵³	s a n ⁵³	139	856
603	Fuzhou	mountain	saŋ⁵⁵	s a ŋ ⁵⁵	139	856
604	Xiamen	mountain	suã⁵⁵	s w ã ⁵⁵	139	856
2532	Beijing	mouth	tsuei²¹³	ts w ei ²¹³	147	859
2533	Ha_erbin	mouth	tsuei²¹³	ts w ei ²¹³	147	859
2534	Ha_erbin	mouth	tsuei²¹³⁻²¹ pa⁰	ts w ei ²¹³ + p a ⁰	147 309	860
2535	Jinan	mouth	tsuei⁴⁵	ts w ei ⁴⁵	147	859
2536	Rongcheng	mouth	tsei²¹⁴	ts ei ²¹⁴	147	859
2537	Taiyuan	mouth	tsuei⁵³	ts w ei ⁵³	147	859
2538	Xi_an	mouth	tsuei⁵³	ts w ei ⁵³	147	859
2539	Chengdu	mouth	tsuei⁵³⁻⁵⁵ pa⁵⁵	ts w ei ⁵³ + p a ⁵⁵	147 309	857
2540	Chengdu	mouth	ia²¹⁻⁵⁵ pa⁵⁵	j a ²¹ + p a ⁵⁵	363 309	861
2541	Nanjing	mouth	tsuei¹¹	ts w ei ¹¹	147	859
2542	Nanjing	mouth	tsuei¹¹ pɑ³¹	ts w ei ¹¹ + p ɑ ³¹	147 309	860
2543	Jixi	mouth	tɕy²¹³	tɕ y ²¹³	147	859
2544	Suzhou	mouth	tsʯ⁵²	ts ʯ ⁵²	147	859
2545	Wenzhou	mouth	tsɿ²⁴	ts ɿ ²⁴	147	859
2546	Changsha	mouth	tsei⁴¹	ts ei ⁴¹	147	858
2547	Loudi	mouth	tɕy⁴²	tɕ y ⁴²	147	859
2548	Nanchang	mouth	tsui²¹³	ts w i ²¹³	147	859
2549	Meixian	mouth	tsoi⁵³	ts oi ⁵³	147	859
2550	Guilin	mouth	tsuei²³	ts w ei ²³	147	859
2551	Guangzhou	mouth	tsøy³⁵	ts øy ³⁵	147	859
2552	Fuzhou	mouth	tsʰuoi²¹²	tsʰ w oi ²¹²	365	862
2553	Xiamen	mouth	tsʰui²¹	tsʰ w i ²¹	365	862
4057	Beijing	name	miŋ³⁵ tsɿ⁰	m i ŋ ³⁵ + ts ɿ ⁰	712 469	867
4058	Ha_erbin	name	miŋ²⁴ tsɿ⁰	m i ŋ ²⁴ + ts ɿ ⁰	712 469	867
4059	Jinan	name	miŋ⁵³⁻⁴⁵ tsɿ⁰	m i ŋ ⁵³ + ts ɿ ⁰	712 469	867
4060	Rongcheng	name	miŋ⁵² tsɿ⁰	m i ŋ ⁵² + ts ɿ ⁰	712 469	867
4061	Taiyuan	name	miŋ²¹ tsɿ⁴⁵	m i ŋ ²¹ + ts ɿ ⁴⁵	712 469	863
4062	Xi_an	name	miŋ²⁴ tsɿ⁰	m i ŋ ²⁴ + ts ɿ ⁰	712 469	867
4063	Chengdu	name	min²¹⁻⁵⁵ tsɿ²¹³⁻²¹	m i n ²¹ + ts ɿ ²¹³	712 469	867
4064	Nanjing	name	min¹³⁻²¹ sɿ⁰	m i n ¹³ + ts ɿ ⁰	712 469	867
4065	Jixi	name	miɑ̃⁴⁴⁻³⁵ tsʰɿ³¹	m j ɑ̃ ⁴⁴ + tsʰ ɿ ³¹	712 469	864
4066	Suzhou	name	min¹³⁻²² zɿ²³¹	m i n ¹³ + z ɿ ²³¹	712 469	865
4067	Wenzhou	name	meŋ³⁴¹⁻²² zɿ²²⁻⁴¹	m e ŋ ³⁴¹ + z ɿ ²²	712 469	867
4068	Changsha	name	min¹³ tsɿ⁰	m i n ¹³ + ts ɿ ⁰	712 469	866
4069	Loudi	name	miɔ̃¹³ dzɿ¹¹⁻¹	m j ɔ̃ ¹³ + dz ɿ ¹¹	712 469	867
4070	Nanchang	name	miaŋ⁴⁵ tsɿ⁰	m j a ŋ ⁴⁵ + ts ɿ ⁰	712 469	867
4071	Meixian	name	miaŋ¹¹ sɿ⁵³	m j a ŋ ¹¹ + s ɿ ⁵³	712 469	867
4072	Guilin	name	mei²² tsɿ²¹	m ei ²² + ts ɿ ²¹	712 469	867
4073	Guangzhou	name	mɛŋ²¹ tsi²²	m ɛ ŋ ²¹ + ts i ²²	712 469	867
4074	Fuzhou	name	miaŋ⁵³⁻²¹ ʒɛi²⁴²	m j a ŋ ⁵³ + ʒ ɛi ²⁴²	712 469	867
4075	Xiamen	name	miã²⁴⁻²² li²²	m j ã ²⁴ + l i ²²	712 469	867
2201	Beijing	narrow	tʂai²¹³	ʈʂ ai ²¹³	455	868
2202	Ha_erbin	narrow	tsai²¹³	ts ai ²¹³	455	868
2203	Jinan	narrow	tʂei²¹⁴	ʈʂ ei ²¹⁴	455	868
2204	Rongcheng	narrow	tʂɛ²¹⁴	ʈʂ ɛ ²¹⁴	455	868
2205	Taiyuan	narrow	tsai⁵³	ts ai ⁵³	455	868
2206	Xi_an	narrow	tsei²¹	ts ei ²¹	455	868
2207	Chengdu	narrow	tse²¹	ts e ²¹	455	868
2208	Nanjing	narrow	tseʔ⁵	ts e ʔ ⁵	455	868
2209	Jixi	narrow	xaʔ³²*⁻⁴⁴ tsaʔ³²*	x a ʔ ³² + ts a ʔ ³²	455 456	869
2210	Suzhou	narrow	ɦaʔ²³*	ɦ a ʔ ²³	456	870
2211	Wenzhou	narrow	ɦa²¹	ɦ a ²¹	456	870
2212	Changsha	narrow	tsə²⁴	ts ə ²⁴	455	868
2213	Loudi	narrow	xa³⁵	x a ³⁵	456	870
2214	Nanchang	narrow	ha⁴²	h a ⁴²	456	870
2215	Meixian	narrow	hap⁵	h a p ⁵	456	870
2216	Guilin	narrow	tsᴀ⁵⁵	ts a̠ ⁵⁵	455	868
2217	Guangzhou	narrow	tsak³	ts a k ³	455	868
2218	Fuzhou	narrow	tsaʔ²⁴*	ts a ʔ ²⁴	455	868
2219	Xiamen	narrow	ueʔ⁵	w e ʔ ⁵	456	870
3782	Beijing	near	tɕin⁵¹	tɕ i n ⁵¹	682	871
3783	Ha_erbin	near	tɕin⁵³	tɕ i n ⁵³	682	871
3784	Jinan	near	tɕiẽ³¹	tɕ j ẽ ³¹	682	871
3785	Rongcheng	near	cin³³⁴	c i n ³³⁴	682	871
3786	Taiyuan	near	tɕiŋ⁴⁵	tɕ i ŋ ⁴⁵	682	871
3787	Xi_an	near	tɕin⁴⁴	tɕ i n ⁴⁴	682	871
3788	Chengdu	near	tɕin²¹³	tɕ i n ²¹³	682	871
3789	Nanjing	near	tɕin⁴⁴	tɕ i n ⁴⁴	682	871
3790	Jixi	near	tɕʰiɑ̃²¹³	tɕʰ j ɑ̃ ²¹³	682	871
3791	Suzhou	near	dʑin²³¹	dʑ i n ²³¹	682	871
3792	Wenzhou	near	dziaŋ²⁴	dz j a ŋ ²⁴	682	871
3793	Changsha	near	tɕin⁴¹	tɕ i n ⁴¹	682	871
3794	Loudi	near	din¹¹	d i n ¹¹	682	871
3795	Nanchang	near	tɕʰin²¹	tɕʰ i n ²¹	682	871
3796	Meixian	near	kʰiun⁵³	kʰ j u n ⁵³	682	871
3797	Guilin	near	tɕiŋ²⁵	tɕ i ŋ ²⁵	682	871
3798	Guangzhou	near	kɐn²²	k ɐ n ²²	682	871
3799	Fuzhou	near	køyŋ²⁴²	k øy ŋ ²⁴²	682	871
3800	Fuzhou	near	køyŋ²⁴²⁻⁵⁵ nau⁵⁵	k øy ŋ ²⁴² + n au ⁵⁵	682 628	872
3801	Xiamen	near	kun²²	k u n ²²	682	871
313	Beijing	neck	po³⁵ tsɿ⁰	p o ³⁵ + ts ɿ ⁰	88 19	874
314	Ha_erbin	neck	pɤ²⁴ tsɿ⁰	p ɤ ²⁴ + ts ɿ ⁰	88 19	874
315	Jinan	neck	pɤ⁵³⁻⁴⁵ tsɿ⁰	p ɤ ⁵³ + ts ɿ ⁰	88 19	874
316	Rongcheng	neck	pɔ³⁵⁻³ kəŋ²¹⁴ tsɿ⁰	p ɔ ³⁵ + k ə ŋ ²¹⁴ + ts ɿ ⁰	88 89 19	875
317	Taiyuan	neck	paʔ⁵⁴* tsəʔ⁰	p a ʔ ⁵⁴ + ts ə ʔ ⁰	88 19	874
318	Xi_an	neck	po²⁴ tsɿ⁰	p o ²⁴ + ts ɿ ⁰	88 19	874
319	Chengdu	neck	tɕin⁵³⁻⁵⁵ xaŋ⁵³	tɕ i n ⁵³ + x a ŋ ⁵³	90 91	878
320	Chengdu	neck	tɕin⁵³⁻⁴⁵ tsɿ⁵³	tɕ i n ⁵³ + ts ɿ ⁵³	90 19	877
321	Nanjing	neck	poʔ⁵ tsɿ⁰	p o ʔ ⁵ + ts ɿ ⁰	88 19	874
322	Jixi	neck	kʰi³⁵⁻⁵³ tɕiɑ̃²¹³	kʰ i ³⁵ + tɕ j ɑ̃ ²¹³	92 90	884
323	Suzhou	neck	dʏ¹³⁻²² tɕin⁵²⁻³¹	d ʏ ¹³ + tɕ i n ⁵²	79 90	881
324	Wenzhou	neck	dɤu³⁴¹⁻⁴² tɕiaŋ²⁴²⁻²³	d ɤu ³⁴¹ + tɕ j a ŋ ²⁴²	79 90	873
325	Changsha	neck	po¹³ tsɿ⁰	p o ¹³ + ts ɿ ⁰	88 19	874
326	Changsha	neck	tɕin⁴¹⁻⁴⁴ kən³³	tɕ i n ⁴¹ + k ə n ³³	90 93	882
327	Loudi	neck	tɕiɔ̃⁴² ku⁰	tɕ j ɔ̃ ⁴² + k u ⁰	90 94	880
328	Nanchang	neck	pɔʔ⁵ tsɿ⁰	p ɔ ʔ ⁵ + ts ɿ ⁰	88 19	874
329	Nanchang	neck	tɕiaŋ²¹³	tɕ j a ŋ ²¹³	90	876
330	Meixian	neck	kiaŋ³¹ kin³³	k j a ŋ ³¹ + k i n ³³	90 93	879
331	Guilin	neck	kei²³	k ei ²³	90	876
332	Guangzhou	neck	kɛŋ³⁵	k ɛ ŋ ³⁵	90	876
333	Fuzhou	neck	tau²⁴²⁻⁵³ ɔuʔ²⁴*	t au ²⁴² + ɔu ʔ ²⁴	95 94	885
334	Xiamen	neck	am²²⁻²¹ kun⁵³	a m ²² + k u n ⁵³	96 93	883
1684	Beijing	new	ɕin⁵⁵	ɕ i n ⁵⁵	355	888
1685	Ha_erbin	new	ɕin⁴⁴	ɕ i n ⁴⁴	355	888
1686	Jinan	new	ɕiẽ²¹⁴	ɕ j ẽ ²¹⁴	355	888
1687	Rongcheng	new	sin⁵²	s i n ⁵²	355	888
1688	Taiyuan	new	ɕiŋ²¹	ɕ i ŋ ²¹	355	888
1689	Xi_an	new	ɕiẽ²¹	ɕ j ẽ ²¹	355	888
1690	Chengdu	new	ɕin⁴⁵	ɕ i n ⁴⁵	355	888
1691	Nanjing	new	ɕin³¹	ɕ i n ³¹	355	888
1692	Jixi	new	ɕiɑ̃⁵⁵	ɕ j ɑ̃ ⁵⁵	355	888
1693	Suzhou	new	sin⁴⁴	s i n ⁴⁴	355	888
1694	Wenzhou	new	saŋ⁴⁴	s a ŋ ⁴⁴	355	888
1695	Changsha	new	ɕin³³	ɕ i n ³³	355	888
1696	Loudi	new	ɕin⁴⁴	ɕ i n ⁴⁴	355	888
1697	Nanchang	new	ɕin⁴²	ɕ i n ⁴²	355	888
1698	Meixian	new	sin³³	s i n ³³	355	888
1699	Guilin	new	ɕiŋ⁴²	ɕ i ŋ ⁴²	355	888
1700	Guangzhou	new	sɐn⁵³	s ɐ n ⁵³	355	888
1701	Fuzhou	new	siŋ⁵⁵	s i ŋ ⁵⁵	355	886
1702	Xiamen	new	sin⁵⁵	s i n ⁵⁵	355	887
1397	Beijing	night	uan²¹³⁻²¹ ʂɑŋ⁵¹	w a n ²¹³ + ʂ ɑ ŋ ⁵¹	295 249	892
1398	Ha_erbin	night	uan²¹³⁻²¹ ʂaŋ⁰	w a n ²¹³ + ʂ a ŋ ⁰	295 249	892
1399	Ha_erbin	night	ɕia⁵³ xər⁴⁴	ɕ j a ⁵³ + x ə ⁴⁴	58 296	903
1400	Ha_erbin	night	ɕia⁵³ uar²¹³⁻²¹ xei⁴⁴	ɕ j a ⁵³ + w a ²¹³ + x ei ⁴⁴	58 295 296	902
1401	Jinan	night	væ̃⁴⁵⁻²¹³ ʂɑŋ⁰	v æ̃ ⁴⁵ + ʂ ɑ ŋ ⁰	295 249	892
1402	Rongcheng	night	xou³³⁴ ʂʅ⁰	x ou ³³⁴ + ʂ ʅ ⁰	297 298	895
1403	Taiyuan	night	væ̃⁵³ sɒ̃⁴⁵	v æ̃ ⁵³ + s ɒ̃ ⁴⁵	295 249	892
1404	Xi_an	night	xei²¹ liɛ⁰	x ei ²¹ + l j ɛ ⁰	296 299	893
1405	Chengdu	night	uan⁵³⁻⁴⁵ saŋ²¹³⁻²¹	w a n ⁵³ + s a ŋ ²¹³	295 249	892
1406	Chengdu	night	xe²¹⁻⁵⁵ ləu²¹	x e ²¹ + l əu ²¹	296 5	894
1407	Nanjing	night	uɑ̃¹¹⁻²² sɑ̃⁴⁴⁻²²	w ɑ̃ ¹¹ + s ɑ̃ ⁴⁴	295 249	892
1408	Jixi	night	io³¹⁻⁵³ xo⁰	j o ³¹ + x o ⁰	300 58	899
1409	Suzhou	night	iɑ⁴¹²⁻⁴⁴ li⁰ ɕiã⁴¹²⁻²¹	j ɑ ⁴¹² + l i ⁰ + ɕ j ã ⁴¹²	300 52 301	889
1410	Wenzhou	night	ɦ³⁴¹⁻³³ ɕy⁴⁴⁻²²	ɦ a ³⁴¹ + ɕ y ⁴⁴	302 303	890
1411	Changsha	night	uan⁴¹ san¹¹	w a n ⁴¹ + s a n ¹¹	295 249	891
1412	Changsha	night	ia¹¹ ka⁰ tsɿ⁰	j a ¹¹ + k a ⁰ + ts ɿ ⁰	300 304 19	897
1413	Loudi	night	iɔ¹¹ li⁰	j ɔ ¹¹ + l i ⁰	300 52	898
1414	Nanchang	night	ia²¹ uan²¹³	j a ²¹ + w a n ²¹³	300 295	896
1415	Meixian	night	am⁵³ pu³³	a m ⁵³ + p u ³³	305 306	900
1416	Guilin	night	iᴀ²¹ xᴀ²²	j a̠ ²¹ + x a̠ ²²	300 58	899
1417	Guangzhou	night	man²³ sœŋ²²	m a n ²³ + s œ ŋ ²²	295 249	892
1418	Fuzhou	night	maŋ⁵³⁻⁵⁵ muo⁵⁵	m a ŋ ⁵³ + m w o ⁵⁵	307 306	901
1419	Xiamen	night	e²²⁻²¹ hŋ̍⁵⁵	e ²² + h ŋ̍ ⁵⁵	58 303	904
270	Beijing	nose	pi³⁵ tsɿ⁰	p i ³⁵ + ts ɿ ⁰	77 19	906
271	Ha_erbin	nose	pi²⁴ tsɿ⁰	p i ²⁴ + ts ɿ ⁰	77 19	906
272	Jinan	nose	pi⁵³⁻⁴⁵ tsɿ⁰	p i ⁵³ + ts ɿ ⁰	77 19	906
273	Rongcheng	nose	pi³⁵ tsɿ⁰	p i ³⁵ + ts ɿ ⁰	77 19	906
274	Taiyuan	nose	piəʔ⁵⁴*	p j ə ʔ ⁵⁴	77	905
275	Taiyuan	nose	piəʔ⁵⁴* tsəʔ⁰	p j ə ʔ ⁵⁴ + ts ə ʔ ⁰	77 19	906
276	Xi_an	nose	pi²⁴ tsɿ⁰	p i ²⁴ + ts ɿ ⁰	77 19	906
277	Chengdu	nose	pi²¹⁻⁵⁵ tsɿ⁵³	p i ²¹ + ts ɿ ⁵³	77 19	906
278	Nanjing	nose	piʔ⁵ tsɿ⁰	p i ʔ ⁵ + ts ɿ ⁰	77 19	906
279	Jixi	nose	pʰɿ³⁵⁻⁵³ kʰɑ̃²¹³	pʰ ɿ ³⁵ + kʰ w ɑ̃ ²¹³	77 78	912
280	Suzhou	nose	bəʔ²³* dʏ¹³⁻³¹	b ə ʔ ²³ + d ʏ ¹³	77 319	907
281	Wenzhou	nose	bei²¹⁻³¹ dɤu³⁴¹⁻²¹	b ei ²¹ + d ɤu ³⁴¹	77 319	907
282	Changsha	nose	pi²⁴	p i ²⁴	77	905
283	Changsha	nose	pi²⁴ tsɿ⁰	p i ²⁴ + ts ɿ ⁰	77 19	906
284	Loudi	nose	pʰi¹¹ diɤ¹³⁻³³	pʰ i ¹¹ + d j ɤ ¹³	77 319	907
285	Nanchang	nose	pʰit²¹* tsɿ⁰	pʰ i t ²¹ + ts ɿ ⁰	77 19	906
286	Meixian	nose	pʰi⁵³ kuŋ³³	pʰ i ⁵³ + k u ŋ ³³	77 80	910
287	Guilin	nose	pi²² kʰɤn²³⁻³³	p i ²² + kʰ ɤ n ²³	77 78	908
288	Guangzhou	nose	pei²² kɔ⁵⁵	p ei ²² + k ɔ ⁵⁵	77 81	911
289	Fuzhou	nose	pʰɛi²¹²	pʰ ɛi ²¹²	77	913
290	Xiamen	nose	pʰiæ²²⁻²¹ iã⁵³	pʰ ĩ ²² + j ã ⁵³	77 797	909
291	Xiamen	nose	pʰiæ²²	pʰ ĩ ²²	77	905
354	Beijing	not	pu⁵¹	p u ⁵¹	98	918
355	Ha_erbin	not	pu⁵³	p u ⁵³	98	918
356	Jinan	not	pu²¹⁴	p u ²¹⁴	98	918
357	Rongcheng	not	pu²¹⁴	p u ²¹⁴	98	918
358	Taiyuan	not	pəʔ²	p ə ʔ ²	98	918
359	Xi_an	not	pu²¹	p u ²¹	98	918
360	Chengdu	not	pu²¹	p u ²¹	98	918
361	Nanjing	not	puʔ⁵	p u ʔ ⁵	98	918
362	Jixi	not	pɤʔ³²*	p ɤ ʔ ³²	98	918
363	Suzhou	not	fəʔ⁴	f ə ʔ ⁴	98	918
364	Wenzhou	not	fu²⁴	f u ²⁴	98	918
365	Changsha	not	pu²⁴	p u ²⁴	98	918
366	Loudi	not	pʰu¹³	pʰ u ¹³	98	918
367	Nanchang	not	pʰɨt⁵	pʰ ɨ t ⁵	98	918
368	Meixian	not	m̩¹¹	m̩ ¹¹	101	914
369	Guilin	not	pu²²	p u ²²	98	917
370	Guangzhou	not	pɐt⁵	p ɐ t ⁵	98	918
371	Fuzhou	not	iŋ⁵⁵	i ŋ ⁵⁵	102	915
372	Fuzhou	not	ŋ̍²⁴²	ŋ̍ ²⁴²	102	915
373	Fuzhou	not	mo⁵³	m o ⁵³	103	916
374	Xiamen	not	bo²⁴	b o ²⁴	103	916
3934	Beijing	old	lɑu²¹⁴	l ɑu ²¹⁴	27	922
3935	Ha_erbin	old	lau²¹³	l au ²¹³	27	922
3936	Jinan	old	lɔ⁴⁵	l ɔ ⁴⁵	27	922
3937	Rongcheng	old	lau²¹⁴	l au ²¹⁴	27	922
3938	Taiyuan	old	lau⁵³	l au ⁵³	27	922
3939	Xi_an	old	lɑu⁵³	l ɑu ⁵³	27	922
3940	Chengdu	old	lau⁵³	l au ⁵³	27	922
3941	Nanjing	old	lɔ¹¹	l ɔ ¹¹	27	922
3942	Jixi	old	nɤ²¹³	n ɤ ²¹³	27	922
3943	Suzhou	old	læ²³¹	l æ ²³¹	27	922
3944	Wenzhou	old	lə²⁴	l ə ²⁴	27	922
3945	Changsha	old	lau⁴¹	l au ⁴¹	27	922
3946	Loudi	old	lɤ⁴²	l ɤ ⁴²	27	922
3947	Nanchang	old	lau²¹³	l au ²¹³	27	922
3948	Meixian	old	lau³¹	l au ³¹	27	922
3949	Guilin	old	lɑu²³	l ɑu ²³	27	922
3950	Guangzhou	old	lou²³	l ou ²³	27	922
3951	Fuzhou	old	lau²⁴²	l au ²⁴²	27	919
3952	Fuzhou	old	lo³²	l o ³²	27	920
3953	Xiamen	old	lau²²	l au ²²	27	921
1905	Beijing	one	i⁵⁵	i ⁵⁵	381	923
1906	Ha_erbin	one	i⁴⁴	i ⁴⁴	381	923
1907	Jinan	one	i²¹⁴	i ²¹⁴	381	923
1908	Rongcheng	one	i²¹⁴	i ²¹⁴	381	923
1909	Taiyuan	one	iəʔ²	j ə ʔ ²	381	923
1910	Xi_an	one	i²¹	i ²¹	381	923
1911	Chengdu	one	i²¹	i ²¹	381	923
1912	Nanjing	one	iʔ⁵	i ʔ ⁵	381	923
1913	Jixi	one	ieʔ³²*	j e ʔ ³²	381	923
1914	Suzhou	one	iəʔ⁴	j ə ʔ ⁴	381	923
1915	Wenzhou	one	iai⁴¹	j ai ⁴¹	381	923
1916	Changsha	one	i²⁴	i ²⁴	381	923
1917	Loudi	one	i¹³	i ¹³	381	923
1918	Nanchang	one	it⁵	i t ⁵	381	923
1919	Meixian	one	it¹	i t ¹	381	923
1920	Guilin	one	i⁵⁵	i ⁵⁵	381	923
1921	Guangzhou	one	iɐt⁵	j ɐ t ⁵	381	923
1922	Fuzhou	one	soʔ⁵	s o ʔ ⁵	382	924
1923	Fuzhou	one	ɛiʔ²⁴*	ɛi ʔ ²⁴	381	923
1924	Xiamen	one	tsit⁵	ts i t ⁵	381	923
3997	Beijing	path	lu⁵¹	l u ⁵¹	707	927
3998	Ha_erbin	path	lu⁵³	l u ⁵³	707	927
3999	Ha_erbin	path	taur⁵³	t au ⁵³	495	926
4000	Jinan	path	lu³¹	l u ³¹	707	927
4001	Rongcheng	path	tɔr³³⁴	t ɔ ³³⁴	495	926
4002	Taiyuan	path	lu⁴⁵	l u ⁴⁵	707	927
4003	Xi_an	path	lou⁴⁴	l ou ⁴⁴	707	927
4004	Chengdu	path	nu²¹³	n u ²¹³	707	927
4005	Nanjing	path	lu⁴⁴	l u ⁴⁴	707	927
4006	Jixi	path	nu³¹	n u ³¹	707	927
4007	Suzhou	path	ləu²³¹	l əu ²³¹	707	927
4008	Wenzhou	path	løy²²	l øy ²²	707	927
4009	Changsha	path	ləu¹¹	l əu ¹¹	707	927
4010	Loudi	path	lɤu¹¹	l ɤu ¹¹	707	927
