ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	BORID
3255	Taiyuan	dog	kəu⁵³	k əu ⁵³	630	241
3256	Xi_an	dog	kou⁵³	k ou ⁵³	630	241
3257	Chengdu	dog	kəu⁵³	k əu ⁵³	630	241
3258	Nanjing	dog	kəɯ¹¹	k əɯ ¹¹	630	241
3259	Jixi	dog	ki²¹³	k i ²¹³	630	241
3260	Suzhou	dog	kʏ⁵²	k ʏ ⁵²	630	239
3261	Wenzhou	dog	kau²⁴²	k au ²⁴²	630	240
3262	Changsha	dog	kəu⁴¹	k əu ⁴¹	630	241
3263	Loudi	dog	tiɤ⁴²	t j ɤ ⁴²	630	241
3264	Nanchang	dog	kiɛu²¹³	k j ɛu ²¹³	630	241
3265	Meixian	dog	keu³¹	k eu ³¹	630	241
3266	Guilin	dog	kai²³	k ai ²³	630	241
3267	Guangzhou	dog	kɐu³⁵	k ɐu ³⁵	630	241
3268	Fuzhou	dog	kʰɛiŋ³²	kʰ ɛi ŋ ³²	631	242
3269	Fuzhou	dog	kʰɛiŋ³²⁻³⁵ ŋiaŋ³²	kʰ ɛi ŋ ³² + ŋ j a ŋ ³²	631 632	243
3270	Xiamen	dog	kau⁵³	k au ⁵³	630	241
3384	Beijing	drink	xɤ⁵⁵	x ɤ ⁵⁵	646	248
3385	Ha_erbin	drink	xɤ⁴⁴	x ɤ ⁴⁴	646	248
3386	Jinan	drink	xɤ²¹⁴	x ɤ ²¹⁴	646	248
3387	Rongcheng	drink	xa²¹⁴	x a ²¹⁴	646	248
3388	Taiyuan	drink	xəʔ²	x ə ʔ ²	646	248
3389	Xi_an	drink	xuo²¹	x w o ²¹	646	248
3390	Chengdu	drink	xo⁴⁵	x o ⁴⁵	646	244
3391	Nanjing	drink	xoʔ⁵	x o ʔ ⁵	646	248
3392	Jixi	drink	xɤ⁵⁵	x ɤ ⁵⁵	646	248
3393	Suzhou	drink	tɕʰiəʔ⁴	tɕʰ j ə ʔ ⁴	549	245
3394	Suzhou	drink	haʔ⁴	h a ʔ ⁴	647	249
3395	Wenzhou	drink	ha⁴¹	h a ⁴¹	647	249
3396	Changsha	drink	tɕʰia²⁴	tɕʰ j a ²⁴	549	245
3397	Changsha	drink	xo²⁴	x o ²⁴	646	248
3398	Loudi	drink	tɕʰiɔ¹³	tɕʰ j ɔ ¹³	549	245
3399	Nanchang	drink	hot²	h o t ²	646	248
3400	Meixian	drink	sət⁵	s ə t ⁵	550	246
3401	Guilin	drink	xuo⁵⁵	x w o ⁵⁵	646	248
3402	Guangzhou	drink	iɐm³⁵	j ɐ m ³⁵	609	247
3403	Fuzhou	drink	tsʰuoʔ²⁴*	tsʰ w o ʔ ²⁴	648	250
3404	Fuzhou	drink	siøʔ⁵	s j e ʔ ⁵	550	246
3405	Xiamen	drink	lim⁵⁵	l i m ⁵⁵	649	251
3169	Beijing	dry	kan⁵⁵	k a n ⁵⁵	565	254
3170	Ha_erbin	dry	kan⁴⁴	k a n ⁴⁴	565	254
3171	Jinan	dry	kæ̃²¹⁴	k æ̃ ²¹⁴	565	254
3172	Rongcheng	dry	kɐn³³⁴	k ɐ n ³³⁴	565	252
3173	Taiyuan	dry	kæ̃²¹	k æ̃ ²¹	565	254
3174	Xi_an	dry	kæ̃²¹	k æ̃ ²¹	565	254
3175	Chengdu	dry	kan⁴⁵	k a n ⁴⁵	565	254
3176	Nanjing	dry	kɑ̃³¹	k ɑ̃ ³¹	565	254
3177	Jixi	dry	kɔ⁵⁵	k ɔ ⁵⁵	565	254
3178	Suzhou	dry	kø⁴⁴	k ø ⁴⁴	565	254
3179	Wenzhou	dry	sə⁵¹	s ə ⁵¹	617	255
3180	Wenzhou	dry	ky⁴⁴	k y ⁴⁴	565	254
3181	Changsha	dry	kan³³	k a n ³³	565	254
3182	Loudi	dry	kã⁴⁴	k ã ⁴⁴	565	254
3183	Nanchang	dry	kon⁴²	k o n ⁴²	565	254
3184	Meixian	dry	kon³³	k o n ³³	565	254
3185	Guilin	dry	kã²³	k ã ²³	565	253
3186	Guangzhou	dry	kɔn⁵³	k ɔ n ⁵³	565	254
3187	Fuzhou	dry	kaŋ⁵⁵	k a ŋ ⁵⁵	565	254
3188	Fuzhou	dry	ta⁵⁵	t a ⁵⁵	618	256
3189	Xiamen	dry	ta⁵⁵	t a ⁵⁵	618	256
2843	Beijing	dull	tɛ⁵⁵	t ɛ ⁵⁵	574	259
2844	Ha_erbin	dull	pən⁵³	p ə n ⁵³	575	260
2845	Jinan	dull	tɛ²¹⁴	t ɛ ²¹⁴	574	259
2846	Rongcheng	dull	piau⁵²	p j au ⁵²	576	261
2847	Taiyuan	dull	tai²¹	t ai ²¹	574	259
2848	Taiyuan	dull	pəŋ⁴⁵	p ə ŋ ⁴⁵	575	260
2849	Xi_an	dull	tɛ²¹	t ɛ ²¹	574	259
2850	Chengdu	dull	pən²¹³	p ə n ²¹³	575	260
2851	Chengdu	dull	kua⁴⁵	k w a ⁴⁵	806	265
2852	Nanjing	dull	tɛ³¹	t ɛ ³¹	574	259
2853	Nanjing	dull	pən⁴⁴	p ə n ⁴⁴	575	260
2854	Jixi	dull	pʰõ³¹	pʰ õ ³¹	575	260
2855	Suzhou	dull	ŋᴇ¹³	ŋ e̞ ¹³	44	258
2856	Wenzhou	dull	ŋe³⁴¹	ŋ e ³⁴¹	44	258
2857	Wenzhou	dull	baŋ²²	b a ŋ ²²	575	260
2858	Changsha	dull	ŋai¹³	ŋ ai ¹³	44	258
2859	Changsha	dull	pən¹¹	p ə n ¹¹	575	260
2860	Loudi	dull	ŋe¹³	ŋ e ¹³	44	258
2861	Nanchang	dull	tai⁴²	t ai ⁴²	574	259
2862	Nanchang	dull	muʔ⁵	m u ʔ ⁵	577	262
2863	Meixian	dull	pun⁵³	p u n ⁵³	575	260
2864	Guilin	dull	tai⁴²	t ai ⁴²	574	259
2865	Guangzhou	dull	pɐn²²	p ɐ n ²²	575	260
2866	Fuzhou	dull	tsu⁵³	ts u ⁵³	578	263
2867	Fuzhou	dull	kʰy⁵³	kʰ y ⁵³	579	264
2868	Xiamen	dull	kʰam⁵³	kʰ a m ⁵³	580	257
2634	Beijing	dust	tʂʰən³⁵ tʰu²¹⁴	ʈʂʰ ə n ³⁵ + tʰ u ²¹⁴	540 264	273
2635	Ha_erbin	dust	tʂʰən²⁴ tʰu²¹³	ʈʂʰ ə n ²⁴ + tʰ u ²¹³	540 264	273
2636	Jinan	dust	tʰu⁴⁵⁻²¹⁴ la⁰	tʰ u ⁴⁵ + l a ⁰	264 541	269
2637	Rongcheng	dust	xuei⁵²	x w ei ⁵²	542	274
2638	Taiyuan	dust	tsʰəŋ²¹ tʰu⁵³	tsʰ ə ŋ ²¹ + tʰ u ⁵³	540 264	266
2639	Taiyuan	dust	xuei²¹ tsʰəŋ²¹	x w ei ²¹ + tsʰ ə ŋ ²¹	542 540	267
2640	Xi_an	dust	tʂʰẽ²⁴	ʈʂʰ ẽ ²⁴	540	272
2641	Xi_an	dust	tʂʰẽ²⁴ tʰou⁵³	ʈʂʰ ẽ ²⁴ + tʰ ou ⁵³	540 264	273
2642	Xi_an	dust	xuei²¹ tʂʰẽ²⁴	x w ei ²¹ + ʈʂʰ ẽ ²⁴	542 540	275
2643	Chengdu	dust	tsa⁴⁵ tsa⁵⁵	ts a ⁴⁵ + ts a ⁵⁵	433 783	271
2644	Chengdu	dust	tsa⁴⁵ tsɿ⁵³⁻²¹	ts a ⁴⁵ + ts ɿ ⁵³	433 19	270
2645	Nanjing	dust	xuei³¹	x w ei ³¹	542	274
2646	Nanjing	dust	xuei³¹ tsʰən¹³	x w ei ³¹ + tsʰ ə n ¹³	542 540	275
2647	Jixi	dust	fa⁵⁵ tɕʰiɑ̃⁴⁴	f a ⁵⁵ + tɕʰ j ɑ̃ ⁴⁴	542 540	275
2648	Jixi	dust	tɕʰiɑ̃⁴⁴⁻³⁵ tʰu²¹³	tɕʰ j ɑ̃ ⁴⁴ + tʰ u ²¹³	540 264	273
2649	Suzhou	dust	huᴇ⁴⁴ zən¹³⁻²¹	h w e̞ ⁴⁴ + z ə n ¹³	542 540	275
2650	Wenzhou	dust	baŋ³⁴¹⁻³¹ dzaŋ³⁴¹⁻²¹	b a ŋ ³⁴¹ + dz a ŋ ³⁴¹	543 540	276
2651	Changsha	dust	fei³³ tsən¹³	f ei ³³ + ts ə n ¹³	542 540	275
2652	Loudi	dust	xue⁴⁴	x w e ⁴⁴	542	274
2653	Nanchang	dust	tsʰɛn²⁴ tʰu²¹³	tsʰ ɛ n ²⁴ + tʰ u ²¹³	540 264	273
2654	Nanchang	dust	fɨi⁴² tsʰɛn⁰	f ɨi ⁴² + tsʰ ɛ n ⁰	542 540	275
2655	Meixian	dust	tsʰən¹¹	tsʰ ə n ¹¹	540	272
2656	Guilin	dust	fei⁴² tsɤn²²	f ei ⁴² + ts ɤ n ²²	542 540	275
2657	Guangzhou	dust	fui⁵³ tsʰɐn²¹	f ui ⁵³ + tsʰ ɐ n ²¹	542 540	275
2658	Fuzhou	dust	uŋ⁵⁵ niŋ⁵³	u ŋ ⁵⁵ + n i ŋ ⁵³	544 540	277
2659	Xiamen	dust	tʰɔ²⁴⁻²² hun⁵³	tʰ ɔ ²⁴ + h u n ⁵³	545 546	268
2989	Beijing	ear	ər²¹⁴	ə ²¹⁴	596	289
2990	Ha_erbin	ear	ər²¹³⁻²¹ tuo⁰	ə ²¹³ + t w o ⁰	596 597	290
2991	Jinan	ear	ər⁴⁵⁻²¹⁴ tuɤ⁰	ə ⁴⁵ + t w ɤ ⁰	596 597	290
2992	Rongcheng	ear	ər²¹⁴⁻³⁵ tə⁰	ə ²¹⁴ + t ə ⁰	596 597	290
2993	Taiyuan	ear	ər⁵³	ə ⁵³	596	289
2994	Taiyuan	ear	ər⁵³ tuɤ⁰	ə ⁵³ + t w ɤ ⁰	596 597	290
2995	Xi_an	ear	ər⁵³	ə ⁵³	596	289
2996	Xi_an	ear	ər⁵³ tuo⁰	ə ⁵³ + t w o ⁰	596 597	290
2997	Chengdu	ear	ər⁵³	ə ⁵³	596	278
2998	Chengdu	ear	ər⁵³⁻⁵⁵ to⁵⁵	ə ⁵³ + t o ⁵⁵	596 597	279
2999	Nanjing	ear	ər¹¹⁻²¹ to⁴⁴	ə ¹¹ + t o ⁴⁴	596 597	290
3000	Jixi	ear	ẽ²¹³⁻²² tɵ²¹³	ẽ ²¹³ + t ɵ ²¹³	596 597	280
3001	Suzhou	ear	ȵ²³¹⁻²² təu⁵²⁻⁴⁴	ɲ i ²³¹ + t əu ⁵²	596 597	281
3002	Wenzhou	ear	ŋ̍²⁴⁻⁴² to²⁴²	ŋ̍ ²⁴ + t o ²⁴²	596 597	282
3003	Changsha	ear	ə⁴¹	ə ⁴¹	596	283
3004	Changsha	ear	ə⁴¹ to⁰	ə ⁴¹ + t o ⁰	596 597	284
3005	Loudi	ear	ɤ⁴² tɤ⁰	ɤ ⁴² + t ɤ ⁰	596 597	285
3006	Nanchang	ear	ɵ²¹³ tɔ⁰	ɵ ²¹³ + t ɔ ⁰	596 597	286
3007	Meixian	ear	ŋi³¹ kuŋ³³	ŋ i ³¹ + k u ŋ ³³	596 80	292
3008	Guilin	ear	y²³ tu²³⁻³³	y ²³ + t u ²³	596 597	287
3009	Guangzhou	ear	i²³ tsɐi³⁵	i ²³ + ts ɐi ³⁵	596 82	293
3010	Fuzhou	ear	ŋɛi²⁴²	ŋ ɛi ²⁴²	596	288
3011	Xiamen	ear	hi²²⁻²¹ ia⁵³	h i ²² + j a ⁵³	596 797	291
1267	Beijing	earth	tʰu²¹³⁻²¹ ti⁵¹	tʰ u ²¹³ + t i ⁵¹	264 265	295
1268	Ha_erbin	earth	tʰu²¹³⁻²¹ ti⁵³	tʰ u ²¹³ + t i ⁵³	264 265	295
1269	Jinan	earth	tʰu⁴⁵ ti³¹	tʰ u ⁴⁵ + t i ³¹	264 265	295
1270	Rongcheng	earth	tʰu²¹³⁻²¹ ti³³⁴	tʰ u ²¹³ + t i ³³⁴	264 265	295
1271	Taiyuan	earth	tʰu⁵³ ti⁴⁵	tʰ u ⁵³ + t i ⁴⁵	264 265	295
1272	Taiyuan	earth	ti⁴⁵	t i ⁴⁵	265	296
1273	Xi_an	earth	tʰou⁵³ ti⁴⁴	tʰ ou ⁵³ + t i ⁴⁴	264 265	295
1274	Xi_an	earth	ti⁴⁴	t i ⁴⁴	265	296
1275	Chengdu	earth	tʰu⁵³⁻⁵⁵ ti²¹³	tʰ u ⁵³ + t i ²¹³	264 265	295
1276	Chengdu	earth	ti²¹³	t i ²¹³	265	296
1277	Nanjing	earth	ti⁴⁴	t i ⁴⁴	265	296
1278	Nanjing	earth	tʰu¹¹⁻²¹ ti⁴⁴	tʰ u ¹¹ + t i ⁴⁴	264 265	295
1279	Jixi	earth	tsʰɿ³¹	tsʰ ɿ ³¹	265	296
1280	Jixi	earth	tʰu²¹³⁻³¹ tsʰɿ³¹	tʰ u ²¹³ + tsʰ ɿ ³¹	264 265	295
1281	Suzhou	earth	di²³¹⁻²² bi¹³⁻³¹	d i ²³¹ + b i ¹³	265 16	297
1282	Suzhou	earth	tʰəu⁵²⁻⁴¹ di²³¹⁻²¹	tʰ əu ⁵² + d i ²³¹	264 265	295
1283	Wenzhou	earth	tʰøy²⁴²⁻⁵³ dei²²⁻²¹	tʰ øy ²⁴² + d ei ²²	264 265	295
1284	Changsha	earth	tʰəu⁴¹ ti¹¹	tʰ əu ⁴¹ + t i ¹¹	264 265	295
1285	Loudi	earth	tʰɤu⁴² di¹¹⁻¹	tʰ ɤu ⁴² + d i ¹¹	264 265	295
1286	Loudi	earth	di¹¹	d i ¹¹	265	296
1287	Nanchang	earth	tʰu²¹³ tʰi⁴²	tʰ u ²¹³ + tʰ i ⁴²	264 265	295
1288	Meixian	earth	tʰu³¹ tʰi⁵³	tʰ u ³¹ + tʰ i ⁵³	264 265	295
1289	Guilin	earth	tʰu²³ ti²¹	tʰ u ²³ + t i ²¹	264 265	295
1290	Guangzhou	earth	tʰou³⁵ tei²²	tʰ ou ³⁵ + t ei ²²	264 265	295
1291	Fuzhou	earth	tʰu⁵³ lɛi²⁴²	tʰ u ⁵³ + l ɛi ²⁴²	266 265	294
1292	Xiamen	earth	tʰɔ⁵³⁻⁵⁵ tue²²	tʰ ɔ ⁵³ + t w e ²²	264 265	295
