ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	NOBORID
1429	Jixi	tail	vi²¹³⁻³¹ po⁵⁵	v i ²¹³ + p o ⁵⁵	308 309	821
1430	Suzhou	tail	ȵi²³¹⁻²² po⁴⁴	ɲ i ²³¹ + p o ⁴⁴	308 309	821
1431	Wenzhou	tail	mei²⁴ po⁴⁴⁻⁴² ŋ̍⁰	m ei ²⁴ + p o ⁴⁴ + ŋ̍ ⁰	308 309 829	822
1432	Changsha	tail	uei⁴¹ pa⁰	w ei ⁴¹ + p a ⁰	308 309	821
1433	Loudi	tail	ui⁴² pa⁰	w i ⁴² + p a ⁰	308 309	821
1434	Nanchang	tail	ui²¹³ pa⁰	w i ²¹³ + p a ⁰	308 309	821
1435	Meixian	tail	mi³³ pa³³	m i ³³ + p a ³³	308 309	821
1436	Guilin	tail	uei²³ pᴀ⁴²⁻²²	w ei ²³ + p a̠ ⁴²	308 309	821
1437	Guangzhou	tail	mei²³	m ei ²³	308	818
1438	Fuzhou	tail	muoi³² muoi³²	m w oi ³² + m w oi ³²	308 308	820
1439	Xiamen	tail	me⁵³⁻⁵⁵ pa⁵⁵	m e ⁵³ + p a ⁵⁵	308 309	821
1440	Xiamen	tail	me⁵³	m e ⁵³	308	818
3501	Beijing	thick	xou⁵¹	x ou ⁵¹	655	856
3502	Ha_erbin	thick	xou⁵³	x ou ⁵³	655	856
3503	Ha_erbin	thick	xou⁵³ ʂʅ⁰	x ou ⁵³ + ʂ ʅ ⁰	655 656	857
3504	Jinan	thick	xou³¹	x ou ³¹	655	856
3505	Rongcheng	thick	xou³³⁴	x ou ³³⁴	655	856
3506	Taiyuan	thick	xəu⁴⁵	x əu ⁴⁵	655	856
3507	Xi_an	thick	xou⁴⁴	x ou ⁴⁴	655	856
3508	Chengdu	thick	xəu²¹³	x əu ²¹³	655	856
3509	Nanjing	thick	xəɯ⁴⁴	x əɯ ⁴⁴	655	856
3510	Jixi	thick	xi²¹³	x i ²¹³	655	856
3511	Suzhou	thick	ɦʏ²³¹	ɦ ʏ ²³¹	655	856
3512	Wenzhou	thick	gau²⁴	g au ²⁴	655	856
3513	Changsha	thick	xəi⁴¹	x əu ⁴¹	655	856
3514	Loudi	thick	ɣɤ¹¹	ɣ ɤ ¹¹	655	856
3515	Nanchang	thick	hɛu²¹	h ɛu ²¹	655	856
3516	Meixian	thick	pʰun³³	pʰ u n ³³	657	858
3517	Guilin	thick	xai²⁵ ɕi²²	x ai ²⁵ + ɕ i ²²	655 656	857
3518	Guangzhou	thick	hɐu²³	h ɐu ²³	655	856
3519	Fuzhou	thick	kau²⁴²	k au ²⁴²	655	856
3520	Xiamen	thick	kau²²	k au ²²	655	856
335	Beijing	thin	pɑu³⁵	p ɑu ³⁵	97	859
336	Ha_erbin	thin	pɤ²⁴	p ɤ ²⁴	97	859
337	Jinan	thin	pɤ⁵³	p ɤ ⁵³	97	859
338	Rongcheng	thin	pɔ³⁵	p ɔ ³⁵	97	859
339	Taiyuan	thin	pəʔ⁵⁴*	p ə ʔ ⁵⁴	97	859
340	Xi_an	thin	po²⁴	p o ²⁴	97	859
341	Chengdu	thin	po²¹	p o ²¹	97	859
342	Nanjing	thin	poʔ⁵	p o ʔ ⁵	97	859
343	Jixi	thin	pʰoʔ³²*	pʰ o ʔ ³²	97	859
344	Suzhou	thin	boʔ²³*	b o ʔ ²³	97	859
345	Wenzhou	thin	bo²³	b o ²³	97	859
346	Changsha	thin	po²⁴	p o ²⁴	97	859
347	Loudi	thin	pʰo¹¹	pʰ o ¹¹	97	859
348	Nanchang	thin	pʰɔʔ⁵	pʰ ɔ ʔ ⁵	97	859
349	Meixian	thin	pʰok⁵	pʰ o k ⁵	97	859
350	Guilin	thin	pɑu²²	p ɑu ²²	97	859
351	Guangzhou	thin	pɔk²	p ɔ k ²	97	859
352	Fuzhou	thin	poʔ⁵	p o ʔ ⁵	97	859
353	Xiamen	thin	poʔ⁵	p o ʔ ⁵	97	859
1586	Beijing	think	ɕiɑŋ²¹³	ɕ j ɑ ŋ ²¹³	347	860
1587	Ha_erbin	think	ɕiaŋ²¹³	ɕ j a ŋ ²¹³	347	860
1588	Jinan	think	ɕiɑŋ⁴⁵	ɕ j ɑ ŋ ⁴⁵	347	860
1589	Rongcheng	think	siaŋ²¹³	s j a ŋ ²¹³	347	860
1590	Taiyuan	think	ɕɪɒ̃⁵³	ɕ j ɒ̃ ⁵³	347	860
1591	Xi_an	think	ɕiɑŋ⁵³	ɕ j ɑ ŋ ⁵³	347	860
1592	Chengdu	think	ɕiaŋ⁵³	ɕ j a ŋ ⁵³	347	860
1593	Nanjing	think	ɕiɑ̃¹¹	ɕ j ɑ̃ ¹¹	347	860
1594	Jixi	think	ɕiõ²¹³	ɕ j õ ²¹³	347	860
1595	Suzhou	think	siã⁵²	s j ã ⁵²	347	860
1596	Wenzhou	think	ɕi²⁴	ɕ i ²⁴	347	860
1597	Changsha	think	ɕian⁴¹	ɕ j a n ⁴¹	347	860
1598	Loudi	think	ɕiɔŋ⁴²	ɕ j ɔ ŋ ⁴²	347	860
1599	Nanchang	think	ɕiɔŋ²¹³	ɕ j ɔ ŋ ²¹³	347	860
1600	Meixian	think	sioŋ³¹	s j o ŋ ³¹	347	860
1601	Guilin	think	ɕiɑŋ²³	ɕ j ɑ ŋ ²³	347	860
1602	Guangzhou	think	sœŋ³⁵	s œ ŋ ³⁵	347	860
1603	Fuzhou	think	suoŋ³²	s w o ŋ ³²	347	860
1604	Xiamen	think	siũ²²	s j ũ ²²	347	860
502	Beijing	three	san⁵⁵	s a n ⁵⁵	131	874
503	Ha_erbin	three	san⁴⁴	s a n ⁴⁴	131	874
504	Jinan	three	sæ̃²¹⁴	s æ̃ ²¹⁴	131	874
505	Rongcheng	three	sɐn⁵²	s ɐ n ⁵²	131	874
506	Taiyuan	three	sæ̃²¹	s æ̃ ²¹	131	874
507	Xi_an	three	sæ̃²¹	s æ̃ ²¹	131	874
508	Chengdu	three	san⁴⁵	s a n ⁴⁵	131	874
509	Nanjing	three	sɑ̃³¹	s ɑ̃ ³¹	131	874
510	Jixi	three	sɔ⁵⁵	s ɔ ⁵⁵	131	874
511	Suzhou	three	sᴇ⁴⁴	s e̞ ⁴⁴	131	874
512	Wenzhou	three	sa⁴⁴	s a ⁴⁴	131	874
513	Changsha	three	san³³	s a n ³³	131	874
514	Loudi	three	sã⁴⁴	s ã ⁴⁴	131	874
515	Nanchang	three	san⁴²	s a n ⁴²	131	874
516	Meixian	three	sam³³	s a m ³³	131	874
517	Guilin	three	sã⁴²	s ã ⁴²	131	874
518	Guangzhou	three	sam⁵⁵	s a m ⁵⁵	131	874
519	Fuzhou	three	saŋ⁵⁵	s a ŋ ⁵⁵	131	874
520	Xiamen	three	sã⁵⁵	s ã ⁵⁵	131	874
205	Beijing	throw	ʐəŋ⁵⁵	ʐ ə ŋ ⁵⁵	60	875
206	Ha_erbin	throw	ʐəŋ⁴⁴	ʐ ə ŋ ⁴⁴	60	875
207	Jinan	throw	ləŋ²¹⁴	l ə ŋ ²¹⁴	60	875
208	Rongcheng	throw	liau³³⁴	l j au ³³⁴	61	876
209	Taiyuan	throw	zəŋ⁵³	z ə ŋ ⁵³	60	875
210	Xi_an	throw	liɑu⁴⁴	l j ɑu ⁴⁴	61	876
211	Chengdu	throw	zən⁴⁵	z ə n ⁴⁵	60	875
212	Chengdu	throw	suai⁵³	s w ai ⁵³	62	877
213	Nanjing	throw	suə³¹	s w ə ³¹	63	878
214	Jixi	throw	pʰɤ⁵⁵	pʰ ɤ ⁵⁵	64	879
215	Suzhou	throw	toʔ⁴	t o ʔ ⁴	65	880
216	Wenzhou	throw	ga²²	g a ²²	68	881
217	Changsha	throw	ʐən¹³	ʐ ə n ¹³	60	875
218	Changsha	throw	ɕuai⁴¹	ɕ w ai ⁴¹	62	877
219	Loudi	throw	liɤ¹¹	l j ɤ ¹¹	61	876
220	Loudi	throw	iɔ³⁵	j ɔ ³⁵	765	885
221	Nanchang	throw	lɨn²¹	l ɨ n ²¹	60	875
222	Nanchang	throw	tiu⁴²	t j u ⁴²	69	882
223	Meixian	throw	tiu³³	t j u ³³	69	882
224	Guilin	throw	tiou⁴²	t j ou ⁴²	69	882
225	Guangzhou	throw	tiu⁵⁵	t j u ⁵⁵	69	882
226	Fuzhou	throw	lieu⁵⁵	l j eu ⁵⁵	69	882
227	Fuzhou	throw	kœʔ⁵	k œ ʔ ⁵	764	884
228	Fuzhou	throw	kʰœ³²	kʰ œ ³²	70	883
229	Xiamen	throw	liŋ⁵⁵	l i ŋ ⁵⁵	60	875
3865	Beijing	tie	kʰuən²¹⁴	kʰ w ə n ²¹⁴	696	886
3866	Ha_erbin	tie	kʰuən²¹³	kʰ w ə n ²¹³	696	886
3867	Jinan	tie	kʰuẽ⁴⁵	kʰ w ẽ ⁴⁵	696	886
3868	Rongcheng	tie	paŋ²¹⁴	p a ŋ ²¹⁴	697	888
3869	Taiyuan	tie	kʰuŋ⁵³	kʰ u ŋ ⁵³	696	886
3870	Taiyuan	tie	tsaʔ²	ts a ʔ ²	698	889
3871	Xi_an	tie	kʰuẽ⁵³	kʰ w ẽ ⁵³	696	886
3872	Xi_an	tie	tsɑ²¹	ts ɑ ²¹	698	889
3873	Chengdu	tie	kʰuɛn⁵³⁻⁵⁵ tɕʰi⁵³	kʰ w ɛ n ⁵³ + tɕʰ i ⁵³	696 245	887
3874	Chengdu	tie	tsa²¹	ts a ²¹	698	889
3875	Nanjing	tie	kʰuən¹¹	kʰ w ə n ¹¹	696	886
3876	Jixi	tie	põ²¹³	p õ ²¹³	697	888
3877	Suzhou	tie	kʰuən⁵²	kʰ w ə n ⁵²	696	886
3878	Suzhou	tie	tsaʔ⁴	ts a ʔ ⁴	698	889
3879	Wenzhou	tie	ɦo²¹	ɦ o ²¹	696	886
3880	Changsha	tie	kʰuən⁴¹	kʰ w ə n ⁴¹	696	886
3881	Loudi	tie	kʰun⁴²	kʰ u n ⁴²	696	886
3882	Loudi	tie	tsa¹³	ts a ¹³	698	889
3883	Loudi	tie	diɔ̃¹³	d j ɔ̃ ¹³	766	891
3884	Nanchang	tie	kʰun²¹³	kʰ u n ²¹³	696	886
3885	Nanchang	tie	tsat⁵	ts a t ⁵	698	889
3886	Nanchang	tie	tʰiaʔ⁵	tʰ j a ʔ ⁵	767	892
3887	Meixian	tie	kʰun³¹	kʰ u n ³¹	696	886
3888	Guilin	tie	kʰuɤŋ²²	kʰ w ɤ ŋ ²²	696	886
3889	Guangzhou	tie	kʰuɐn³⁵	kʰ w ɐ n ³⁵	696	886
3890	Fuzhou	tie	kʰuŋ³²	kʰ u ŋ ³²	696	886
3891	Fuzhou	tie	tsaʔ²⁴*	ts a ʔ ²⁴	698	889
3892	Xiamen	tie	kʰun⁵³	kʰ u n ⁵³	696	886
3893	Xiamen	tie	pak⁵	p a k ⁵	699	890
644	Beijing	tongue	ʂɤ³⁵	ʂ ɤ ³⁵	143	893
645	Ha_erbin	tongue	ʂɤ²⁴ tʰou⁰	ʂ ɤ ²⁴ + tʰ ou ⁰	143 319	896
646	Jinan	tongue	ʂɤ⁵³⁻⁴⁵ tʰou⁰	ʂ ɤ ⁵³ + tʰ ou ⁰	143 319	896
647	Rongcheng	tongue	ʃɛ³⁵ tʰə⁰	ʃ ɛ ³⁵ + tʰ ə ⁰	143 319	896
648	Taiyuan	tongue	ʂəʔ⁵⁴	ʂ ə ʔ ⁵⁴	143	893
649	Taiyuan	tongue	ʂəʔ⁵⁴ tʰəur²¹	ʂ ə ʔ ⁵⁴ + tʰ əu ²¹	143 319	896
650	Xi_an	tongue	ʂɤ²⁴ tʰou⁰	ʂ ɤ ²⁴ + tʰ ou ⁰	143 319	896
651	Chengdu	tongue	se²¹⁻⁵⁵ tʰər²¹⁻⁵⁵	s e ²¹ + tʰ ə ²¹	143 319	896
652	Nanjing	tongue	seʔ⁵ tʰəɯ¹³	s e ʔ ⁵ + tʰ əɯ ¹³	143 319	896
653	Jixi	tongue	kʰi²¹³⁻³¹ tɕʰyaʔ³²*	kʰ i ²¹³ + tɕʰ ɥ a ʔ ³²	145 143	898
654	Suzhou	tongue	zəʔ²³* dʏ¹³⁻³¹	z ə ʔ ²³ + d ʏ ¹³	143 319	896
655	Wenzhou	tongue	kʰau²⁴²⁻⁴⁵ ji²¹	kʰ au ²⁴² + j i ²¹	145 143	898
656	Changsha	tongue	sə²⁴ təu⁰	s ə ²⁴ + t əu ⁰	143 319	896
657	Changsha	tongue	sə²⁴ tsɿ⁰	s ə ²⁴ + ts ɿ ⁰	143 19	895
658	Loudi	tongue	ɕie³⁵ tsɿ⁰	ɕ j e ³⁵ + ts ɿ ⁰	143 19	895
659	Nanchang	tongue	sət²¹* tʰɛu⁰	s ə t ²¹ + tʰ ɛu ⁰	143 319	896
660	Meixian	tongue	sat⁵ ma¹¹	s a t ⁵ + m a ¹¹	143 146	894
661	Guilin	tongue	ɕie²² tai²²	ɕ j e ²² + t ai ²²	143 319	896
662	Guangzhou	tongue	sit²	s i t ²	143	893
663	Fuzhou	tongue	tsʰuoi²¹²⁻⁵⁵ sioʔ⁵	tsʰ w oi ²¹² + s j e ʔ ⁵	147 143	899
664	Xiamen	tongue	tsiʔ⁵⁻²¹* ia⁵³	ts i ʔ ⁵ + ja ⁵³	143 797	897
1786	Beijing	tooth	iᴀ³⁵ tʂʰʅ²¹³	j a̠ ³⁵ + ʈʂʰ ʅ ²¹³	363 364	901
1787	Ha_erbin	tooth	ia²⁴	j a ²⁴	363	900
1788	Jinan	tooth	ia⁵³ tʂʰʅ⁴⁵	j a ⁵³ + ʈʂʰ ʅ ⁴⁵	363 364	901
1789	Rongcheng	tooth	ia⁵² tʂʰʅ²¹⁴	j a ⁵² + ʈʂʰ ʅ ²¹⁴	363 364	901
1790	Taiyuan	tooth	ia²¹ tsʰɿ⁵³	j a ²¹ + tsʰ ɿ ⁵³	363 364	901
1791	Xi_an	tooth	ȵiɑ²⁴ tsʰɿ⁰	ɲ j ɑ ²⁴ + tsʰ ɿ ⁰	363 364	901
1792	Chengdu	tooth	ia²¹⁻⁵⁵ tsʰɿ⁰	j a ²¹ + tsʰ ɿ ⁰	363 364	901
1793	Nanjing	tooth	iɑ¹³ tʂʰʅ¹¹	j ɑ ¹³ + ʈʂʰ ʅ ¹¹	363 364	901
1794	Jixi	tooth	ŋo⁴⁴⁻³⁵ tsɿ²¹³	ŋ o ⁴⁴ + ts ɿ ²¹³	363 364	901
1795	Suzhou	tooth	ŋɑ¹³⁻²² tsɿ⁵²⁻³¹	ŋ ɑ ¹³ + ts ɿ ⁵²	363 364	901
1796	Wenzhou	tooth	ŋo³⁴¹⁻⁴² tsʰɿ²⁴²⁻²²	ŋ o ³⁴¹ + tsʰ ɿ ²⁴²	363 364	901
1797	Changsha	tooth	ŋa¹³ tsʰɿ⁴¹	ŋ a ¹³ + tsʰ ɿ ⁴¹	363 364	901
1798	Loudi	tooth	ŋɔ¹³ dzɿ⁴²	ŋ ɔ ¹³ + dz ɿ ⁴²	363 364	901
1799	Nanchang	tooth	ŋo⁴⁵ tsɿ⁰	ŋ a ⁴⁵ + ts ɿ ⁰	363 364	901
1800	Meixian	tooth	ŋa¹¹ tsʰɿ³¹	ŋ a ¹¹ + tsʰ ɿ ³¹	363 364	901
1801	Guilin	tooth	ŋᴀ²² tɕʰi²³⁻³³	ŋ a̠ ²² + tɕʰ i ²³	363 364	901
1802	Guangzhou	tooth	ŋa²¹ tsʰi³⁵	ŋ a ²¹ + tsʰ i ³⁵	363 364	901
1803	Fuzhou	tooth	kʰi³²	kʰ i ³²	364	902
1804	Xiamen	tooth	tsʰui²²⁻²¹ kʰi⁵³	tsʰ w i ²² + kʰ i ⁵³	365 364	903
810	Beijing	tree	ʂu⁵¹	ʂ u ⁵¹	134	904
811	Ha_erbin	tree	ʂu⁵³	ʂ u ⁵³	134	904
812	Jinan	tree	ʂu³¹	ʂ u ³¹	134	904
813	Rongcheng	tree	ʃy³³⁴	ʃ y ³³⁴	134	904
814	Taiyuan	tree	su⁴⁵	s u ⁴⁵	134	904
815	Xi_an	tree	fu⁴⁴	f u ⁴⁴	134	904
816	Chengdu	tree	su²¹³	s u ²¹³	134	904
817	Nanjing	tree	su⁴⁴	s u ⁴⁴	134	904
818	Jixi	tree	ɕy³¹	ɕ y ³¹	134	904
819	Suzhou	tree	zʯ²³¹	z ʯ ²³¹	134	904
820	Wenzhou	tree	zɿ²²	z ɿ ²²	134	904
821	Changsha	tree	ɕy¹¹	ɕ y ¹¹	134	904
822	Loudi	tree	ʑy¹¹	ʑ y ¹¹	134	904
823	Nanchang	tree	su²¹	s u ²¹	134	904
824	Meixian	tree	su⁵⁵ ve⁰	s u ⁵⁵ + v e ⁰	134 67	905
825	Guilin	tree	ɕy²¹	ɕ y ²¹	134	904
826	Guangzhou	tree	sy²²	s y ²²	134	904
827	Fuzhou	tree	tsʰieu²¹²	tsʰ j eu ²¹²	134	904
828	Xiamen	tree	tsʰiu²²	tsʰ j u ²²	134	904
2485	Beijing	turn	tʂuan²¹³	ʈʂ w a n ²¹³	529	907
2486	Ha_erbin	turn	tʂuan²¹³	ʈʂ w a n ²¹³	529	907
2487	Jinan	turn	tʂuæ̃⁴⁵	ʈʂ w æ̃ ⁴⁵	529	907
2488	Rongcheng	turn	tʂuɐn²¹⁴	ʈʂ w ɐ n ²¹⁴	529	907
2489	Taiyuan	turn	tsuæ̃⁴⁵	ts w æ̃ ⁴⁵	529	907
2490	Xi_an	turn	pfæ̃⁵³	pf æ̃ ⁵³	529	907
2491	Xi_an	turn	pfæ̃⁴⁴	pf æ̃ ⁴⁴	529	907
2492	Chengdu	turn	tsuan²¹³	ts w a n ²¹³	529	907
2493	Nanjing	turn	tsuɑ̃¹¹	ts w ɑ̃ ¹¹	529	907
2494	Nanjing	turn	tsuɑ̃⁴⁴	ts w ɑ̃ ⁴⁴	529	907
2495	Jixi	turn	tɕyẽ²¹³	tɕ ɥ ẽ ²¹³	529	907
2496	Jixi	turn	tɕyẽ³⁵	tɕ ɥ ẽ ³⁵	529	907
2497	Suzhou	turn	tsø⁴¹²	ts ø ⁴¹²	529	907
2498	Suzhou	turn	tsø⁵²	ts ø ⁵²	529	907
2499	Wenzhou	turn	tɕy²⁴	tɕ y ²⁴	529	907
2500	Changsha	turn	tɕuẽ⁵⁵	tɕ w ẽ ⁵⁵	529	907
2501	Changsha	turn	tɕyẽ⁴¹	tɕ ɥ ẽ ⁴¹	529	907
2502	Loudi	turn	tɕyĩ³⁵	tɕ ɥ ĩ ³⁵	529	907
2503	Loudi	turn	tɕyĩ⁴²	tɕ ɥ ĩ ⁴²	529	907
2504	Nanchang	turn	tson²¹³	ts o n ²¹³	529	907
2505	Nanchang	turn	tson⁴⁵	ts o n ⁴⁵	529	907
2506	Meixian	turn	tson³¹	ts o n ³¹	529	907
2507	Guilin	turn	tsuã²³	ts w ã ²³	529	907
2508	Guangzhou	turn	tsyn³³	ts y n ³³	529	907
2509	Guangzhou	turn	tsyn³⁵	ts y n ³⁵	529	907
2510	Fuzhou	turn	pɛ³² lɛ³²	p ɛ ³² + l ɛ ³²	209 530	906
2511	Fuzhou	turn	tuoŋ³²	t w o ŋ ³²	529	907
2512	Xiamen	turn	tsuan⁵³	ts w a n ⁵³	529	907
3012	Beijing	two	ər⁵¹	ə ⁵¹	598	908
3013	Beijing	two	liɑŋ²¹⁴	l j ɑ ŋ ²¹⁴	599	909
3014	Ha_erbin	two	ər⁵³	ə ⁵³	598	908
3015	Jinan	two	ər³¹	ə ³¹	598	908
3016	Jinan	two	liɑŋ⁴⁵	l j ɑ ŋ ⁴⁵	599	909
3017	Rongcheng	two	ər³³⁴	ə ³³⁴	598	908
3018	Taiyuan	two	ər⁴⁵	ə ⁴⁵	598	908
3019	Taiyuan	two	lia⁵³	l j a ⁵³	599	909
3020	Xi_an	two	ər⁴⁴	ə ⁴⁴	598	908
3021	Xi_an	two	liɑŋ⁵³	l j ɑ ŋ ⁵³	599	909
3022	Chengdu	two	ər²¹³	ə ²¹³	598	908
3023	Chengdu	two	liaŋ⁵³	l j a ŋ ⁵³	599	909
3024	Nanjing	two	ər⁴⁴	ə ⁴⁴	598	908
3025	Nanjing	two	ȵiɑ̃¹¹	ɲ j ɑ̃ ¹¹	599	909
3026	Jixi	two	ẽ³¹	ẽ ³¹	598	908
3027	Jixi	two	ȵiõ²¹³	ɲ j õ ²¹³	599	909
3028	Suzhou	two	liã²³¹	l j ã ²³¹	599	909
3029	Suzhou	two	ȵi²³¹	ɲ i ²³¹	598	908
3030	Suzhou	two	əl²³¹	ə l ²³¹	598	908
3031	Wenzhou	two	liə²¹	l j ɛ ²¹	599	909
3032	Wenzhou	two	ŋ̍²²	ŋ̍ ²²	598	908
3033	Changsha	two	ə¹¹	ə ¹¹	598	908
3034	Changsha	two	lian⁴¹	l j a n ⁴¹	599	909
3035	Loudi	two	ɤ¹¹	ɤ ¹¹	598	908
3036	Loudi	two	niɔŋ⁴²	n j ɔ ŋ ⁴²	599	909
3037	Nanchang	two	ɵ²¹	ɵ ²¹	598	908
3038	Nanchang	two	liɔŋ²¹³	l j ɔ ŋ ²¹³	599	909
3039	Meixian	two	ŋi⁵³	ŋ i ⁵³	598	908
3040	Meixian	two	lioŋ³¹	l j o ŋ ³¹	599	909
3041	Guilin	two	i²¹	i ²¹	598	908
3042	Guangzhou	two	i²²	i ²²	598	908
3043	Guangzhou	two	lœŋ³⁵	l œ ŋ ³⁵	599	909
3044	Fuzhou	two	nɛi²⁴²	n ɛi ²⁴²	598	908
3045	Fuzhou	two	laŋ²⁴²	l a ŋ ²⁴²	599	909
3046	Xiamen	two	lŋ̍²²	l ŋ̍ ²²	599	909
1	Beijing	vomit	tʰu⁵¹	tʰ u ⁵¹	1	910
2	Ha_erbin	vomit	tʰu⁵³	tʰ u ⁵³	1	910
3	Jinan	vomit	tʰu³¹	tʰ u ³¹	1	910
4	Rongcheng	vomit	ou²¹³⁻³⁵ tʰu²¹⁴	ou ²¹³ + tʰ u ²¹⁴	2 1	915
5	Taiyuan	vomit	tʰu⁵³ lə⁰	tʰ u ⁵³ + l ə ⁰	1 5	911
6	Xi_an	vomit	ŋou²¹ tʰu⁵³	ŋ ou ²¹ + tʰ u ⁵³	2 1	915
7	Chengdu	vomit	fa²¹⁻⁵⁵ tʰu⁵³ lo²¹	f a ²¹ + tʰ u ⁵³ + l o ²¹	835 1 5	918
8	Chengdu	vomit	tʰu⁵³⁻⁵⁵ lo²¹	tʰ u ⁵³ + l o ²¹	1 5	911
9	Chengdu	vomit	ŋəu⁵³⁻⁴⁵ lo²¹	ŋ əu ⁵³ + l o ²¹	2 5	916
10	Nanjing	vomit	tʰu⁴⁴	tʰ u ⁴⁴	1	910
11	Nanjing	vomit	əɯ¹¹⁻²² tʰu⁴⁴⁻²²	əɯ ¹¹ + tʰ u ⁴⁴	2 1	915
12	Jixi	vomit	fɔ⁵⁵⁻⁴⁵ ŋoʔ³²*	f ɔ ⁵⁵ + ŋ o ʔ ³²	10 7	913
13	Suzhou	vomit	ʏ⁵²	ʏ ⁵²	2	914
14	Wenzhou	vomit	tʰøy⁵¹	tʰ øy ⁵¹	1	910
15	Changsha	vomit	tʰu⁵⁵	tʰ u ⁵⁵	1	910
16	Loudi	vomit	xue⁴²	x w e ⁴²	768	917
17	Loudi	vomit	ta³⁵⁻⁵ xue⁴²	t a ³⁵ + x w e ⁴²	9 768	919
18	Nanchang	vomit	ŋiɛu²¹³	ŋ j ɛu ²¹³	2	914
19	Nanchang	vomit	tʰu²¹³	tʰ u ²¹³	1	910
20	Meixian	vomit	pʰon³³	pʰ o n ³³	10	912
21	Guilin	vomit	tʰu²⁵	tʰ u ²⁵	1	910
22	Guangzhou	vomit	ŋɐu³⁵ tʰou³³	ŋ ɐu ³⁵ + tʰ ou ³³	2 1	915
23	Fuzhou	vomit	tʰou²¹²	tʰ ou ²¹²	1	910
24	Xiamen	vomit	tʰo²¹	tʰ o ²¹	1	910
2513	Beijing	walk	tsou²¹³	ts ou ²¹³	531	920
2514	Ha_erbin	walk	tsou²¹³	ts ou ²¹³	531	920
2515	Jinan	walk	tsou⁴⁵	ts ou ⁴⁵	531	920
2516	Rongcheng	walk	tsou²¹⁴	ts ou ²¹⁴	531	920
2517	Taiyuan	walk	tsəu⁵³	ts əu ⁵³	531	920
2518	Xi_an	walk	tsou⁵³	ts ou ⁵³	531	920
2519	Chengdu	walk	tsəu⁵³	ts əu ⁵³	531	920
2520	Nanjing	walk	tsəɯ¹¹	ts əɯ ¹¹	531	920
2521	Jixi	walk	xẽ⁴⁴	x ẽ ⁴⁴	532	921
2522	Suzhou	walk	bæ¹³	b æ ¹³	533	922
2523	Wenzhou	walk	tsau²⁴	ts au ²⁴	531	920
2524	Changsha	walk	tsəu⁴¹	ts əu ⁴¹	531	920
2525	Loudi	walk	tɕio⁴²	tɕ io ⁴²	531	920
2526	Nanchang	walk	tsɛu²¹³	ts ɛu ²¹³	531	920
2527	Meixian	walk	hin¹¹	h i n ¹¹	532	921
2528	Guilin	walk	xei²²	x ei ²²	532	921
2529	Guangzhou	walk	tsɐu³⁵	ts ɐu ³⁵	531	920
2530	Fuzhou	walk	kiaŋ⁵³	k j a ŋ ⁵³	532	921
2531	Xiamen	walk	kiã²⁴	k j ã ²⁴	532	921
1567	Beijing	wash	ɕi²¹³	ɕ i ²¹³	346	923
1568	Ha_erbin	wash	ɕi²¹³	ɕ i ²¹³	346	923
1569	Jinan	wash	ɕi⁴⁵	ɕ i ⁴⁵	346	923
1570	Rongcheng	wash	si²¹⁴	s i ²¹⁴	346	923
1571	Taiyuan	wash	ɕi⁵³	ɕ i ⁵³	346	923
1572	Xi_an	wash	ɕi⁵³	ɕ i ⁵³	346	923
1573	Chengdu	wash	ɕi⁵³	ɕ i ⁵³	346	923
1574	Nanjing	wash	ɕi¹¹	ɕ i ¹¹	346	923
1575	Jixi	wash	si²¹³	s i ²¹³	346	923
1576	Suzhou	wash	dɑ²³¹	d ɑ ²³¹	346	923
1577	Wenzhou	wash	sei²⁴²	s ei ²⁴²	346	923
1578	Changsha	wash	ɕi⁴¹	ɕ i ⁴¹	346	923
1579	Loudi	wash	ɕi⁴²	ɕ i ⁴²	346	923
1580	Nanchang	wash	ɕi²¹³	ɕ i ²¹³	346	923
1581	Meixian	wash	se³¹	s e ³¹	346	923
1582	Guilin	wash	ɕi²³	ɕ i ²³	346	923
1583	Guangzhou	wash	sɐi³⁵	s ɐi ³⁵	346	923
1584	Fuzhou	wash	sɛ³²	s ɛ ³²	346	923
1585	Xiamen	wash	sue⁵³	s w e ⁵³	346	923
907	Beijing	water	ʂuei²¹³	ʂ w ei ²¹³	194	924
908	Ha_erbin	water	ʂuei²¹³	ʂ w ei ²¹³	194	924
909	Jinan	water	ʂuei⁴⁵	ʂ w ei ⁴⁵	194	924
910	Rongcheng	water	ʂuei²¹³	ʂ w ei ²¹³	194	924
911	Taiyuan	water	suei⁵³	s w ei ⁵³	194	924
912	Xi_an	water	fei⁵³	f ei ⁵³	194	924
913	Chengdu	water	suei⁵³	s w ei ⁵³	194	924
914	Nanjing	water	suei¹¹	s w ei ¹¹	194	924
915	Jixi	water	ɕy²¹³	ɕ y ²¹³	194	924
916	Suzhou	water	sʯ⁵²	s ʯ ⁵²	194	924
917	Wenzhou	water	sɿ²⁴	s ɿ ²⁴	194	924
918	Changsha	water	ɕyei⁴¹	ɕ ɥ ei ⁴¹	194	924
919	Loudi	water	ɕy⁴²	ɕ y ⁴²	194	924
920	Nanchang	water	sui²¹³	s w i ²¹³	194	924
921	Meixian	water	sui³¹	s w i ³¹	194	924
