ID	DOCULECT	SUBGROUP	CONCEPT_ID	CONCEPT	CONCEPT_CHINESE	TOKENS	CHRACTERS	COGID	WENYAN
1137	Guilin	Pinghua	54	sun	太陽	l j e ⁵⁵ + t ai ²²	日	219	2
1138	Guangzhou	Yue	54	sun	太陽	tʰ ai ³³ + j œ ŋ ²¹	太 陽	218	2 2
1139	Fuzhou	Min	54	sun	太陽	n i ʔ ⁵ + tʰ au ⁵³	日	219	1
1140	Xiamen	Min	54	sun	太陽	l i t ⁵	日	219	2
1141	Beijing	Mandarin	55	lie	躺	tʰ ɑ ŋ ²¹³	躺	220	2
1142	Ha_erbin	Mandarin	55	lie	躺	tʰ a ŋ ²¹³	躺	220	2
1143	Jinan	Mandarin	55	lie	躺	tʰ ɑ ŋ ⁴⁵	躺	220	2
1144	Rongcheng	Mandarin	55	lie	躺	tʰ a ŋ ²¹³	躺	220	2
1145	Taiyuan	Jin	55	lie	躺	tʰ ɒ̃ ⁵³	躺	220	2
1146	Xi_an	Mandarin	55	lie	躺	f ei ⁴⁴	睡	174	2
1147	Chengdu	Mandarin	55	lie	躺	s w ei ²¹³ + t au ⁵³	睡	174	2
1148	Chengdu	Mandarin	55	lie	躺	s w ei ²¹³ + tɕʰ i ⁵³	睡	174	2
1149	Chengdu	Mandarin	55	lie	躺	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	躺	220	2
1150	Nanjing	Mandarin	55	lie	躺	tʰ ɑ̃ ¹¹	躺	220	2
1151	Nanjing	Mandarin	55	lie	躺	s w ei ⁴⁴	睡	174	2
1152	Jixi	Hui	55	lie	躺	kʰ w ɑ̃ ³⁵	睏	175	2
1153	Jixi	Hui	55	lie	躺	tʰ õ ²¹³	躺	220	2
1154	Suzhou	Wu	55	lie	躺	tʰ ɑ̃ ⁵²	躺	220	2
1155	Wenzhou	Wu	55	lie	躺	f a ⁴⁴	翻	6	2
1156	Changsha	Xiang	55	lie	躺	tʰ a n ⁴¹	躺	220	2
1157	Changsha	Xiang	55	lie	躺	ɕ ɥ ei ¹¹	睡	174	2
1158	Loudi	Xiang	55	lie	躺	kʰ u n ³⁵	睏	175	2
1159	Nanchang	Gan	55	lie	躺	tʰ ɔ ŋ ²¹³	躺	220	2
1160	Meixian	Hakka	55	lie	躺	m i n ¹¹	眠	221	2
1161	Meixian	Hakka	55	lie	躺	tʰ o ŋ ¹¹	躺	220	2
1162	Guilin	Pinghua	55	lie	躺	tʰ ɑ ŋ ²³	躺	220	2
1163	Guangzhou	Yue	55	lie	躺	tʰ ɔ ŋ ³⁵	躺	220	2
1164	Fuzhou	Min	55	lie	躺	t o ³²	倒	222	1
1165	Xiamen	Min	55	lie	躺	t o ⁵³	倒	222	2
1166	Beijing	Mandarin	56	day	天	tʰ j ɛ n ⁵⁵	天	223	2
1167	Ha_erbin	Mandarin	56	day	天	tʰ j a n ⁴⁴	天	223	2
1168	Jinan	Mandarin	56	day	天	tʰ j æ̃ ²¹⁴	天	223	2
1169	Rongcheng	Mandarin	56	day	天	tʰ j ɐ n ⁵²	天	223	2
1170	Taiyuan	Jin	56	day	天	tʰ j e ²¹	天	223	2
1171	Xi_an	Mandarin	56	day	天	tʰ j æ̃ ²¹	天	223	2
1172	Chengdu	Mandarin	56	day	天	tʰ j ɛ n ⁴⁵	天	223	2
1173	Nanjing	Mandarin	56	day	天	tʰ j e n ³¹	天	223	2
1174	Jixi	Hui	56	day	天	tʰ ẽ ⁵⁵	天	223	2
1175	Suzhou	Wu	56	day	天	tʰ j ɪ ⁴⁴	天	223	2
1176	Wenzhou	Wu	56	day	天	n e ²¹	日	219	1
1177	Changsha	Xiang	56	day	天	tʰ j ẽ ³³	天	223	2
1178	Loudi	Xiang	56	day	天	tʰ ĩ ⁴⁴	天	223	2
1179	Nanchang	Gan	56	day	天	tʰ j ɛ n ⁴²	天	223	2
1180	Meixian	Hakka	56	day	天	tʰ j e n ³³	天	223	2
1181	Guilin	Pinghua	56	day	天	tʰ j ã ⁴²	天	223	2
1182	Guangzhou	Yue	56	day	天	tʰ i n ⁵³	天	223	2
1183	Fuzhou	Min	56	day	天	tʰ j e ŋ ⁵⁵	天	223	2
1184	Xiamen	Min	56	day	天	tʰ ĩ ⁵⁵	天	223	1
1185	Beijing	Mandarin	57	sky	天空	tʰ j ɛ n ⁵⁵ + kʰ u ŋ ⁵⁵	天 空	224	2 2
1186	Ha_erbin	Mandarin	57	sky	天空	tʰ j a n ⁴⁴	天	223	2
1187	Ha_erbin	Mandarin	57	sky	天空	tʰ j a n ⁴⁴ + ʂ a ŋ ⁰	天	223	2
1188	Jinan	Mandarin	57	sky	天空	tʰ j æ̃ ²¹⁴ + kʰ u ŋ ³¹	天 空	224	2 3
1189	Rongcheng	Mandarin	57	sky	天空	tʰ j ɐ n ⁵² + kʰ o ŋ ³³⁴	天 空	224	2 3
1190	Taiyuan	Jin	57	sky	天空	tʰ j e ²¹ + s ɒ̃ ⁴⁵	天	223	2
1191	Xi_an	Mandarin	57	sky	天空	tʰ j æ̃ ²¹ + kʰ u ŋ ²¹	天 空	224	2 2
1192	Chengdu	Mandarin	57	sky	天空	tʰ j ɛ n ⁴⁵ + s a ŋ ²¹³	天	223	2
1193	Nanjing	Mandarin	57	sky	天空	tʰ j e n ³¹ + kʰ o ŋ ³¹	天 空	224	2 2
1194	Jixi	Hui	57	sky	天空	tʰ ẽ ⁵⁵ + kʰ w ɑ̃ ⁵⁵	天 空	224	2 2
1195	Suzhou	Wu	57	sky	天空	tʰ j ɪ ⁴⁴	天	223	2
1196	Suzhou	Wu	57	sky	天空	tʰ j ɪ ⁴⁴ + l æ ²³¹ + ɦ j ɑ ¹³	天	223	2
1197	Wenzhou	Wu	57	sky	天空	tʰ i ⁴⁴ + l ei ⁴⁴	天	223	2
1198	Changsha	Xiang	57	sky	天空	tʰ j ẽ ³³ + kʰ ə n ³³	天 空	224	2 2
1199	Loudi	Xiang	57	sky	天空	tʰ ĩ ⁴⁴	天	223	2
1200	Nanchang	Gan	57	sky	天空	tʰ j ɛ n ⁴² + k u ŋ ⁴²	天 空	224	2 2
1201	Meixian	Hakka	57	sky	天空	tʰ j e n ³³ + h o ŋ ⁵³	天	223	2
1202	Guilin	Pinghua	57	sky	天空	tʰ j ã ⁴² + kʰ ɤ n ⁴²	天 空	224	2 2
1203	Guangzhou	Yue	57	sky	天空	tʰ i n ⁵⁵ + h o ŋ ⁵³	天 空	224	2 2
1204	Fuzhou	Min	57	sky	天空	tʰ j e ŋ ⁵⁵ + n øy ŋ ⁵⁵	天	223	2
1205	Xiamen	Min	57	sky	天空	tʰ ĩ ⁵⁵ + t i ŋ ⁵³	天	223	1
1206	Beijing	Mandarin	58	hear	聽見	tʰ i ŋ ⁵⁵ + tɕ j ɛ n ⁵¹	聽 見	225	2 2
1207	Ha_erbin	Mandarin	58	hear	聽見	tʰ i ŋ ⁴⁴ + tɕ j a n ⁵³	聽 見	225	2 2
1208	Jinan	Mandarin	58	hear	聽見	tʰ i ŋ ²¹³ + tɕ j æ̃ ⁰	聽 見	225	2 2
1209	Rongcheng	Mandarin	58	hear	聽見	tʰ i ŋ ⁵² + c j ɐ n ³³⁴	聽 見	225	2 3
1210	Taiyuan	Jin	58	hear	聽見	tʰ i ŋ ²¹ + tɕ j e ⁴⁵	聽 見	225	2 2
1211	Xi_an	Mandarin	58	hear	聽見	tʰ i ŋ ²¹ + tɕ j æ̃ ⁰	聽 見	225	2 2
1212	Chengdu	Mandarin	58	hear	聽見	tʰ i n ⁴⁵ + t au ⁵³	聽 到	226	2 2
1213	Nanjing	Mandarin	58	hear	聽見	tʰ i n ⁴⁴ + tɕ j e n ⁴⁴	聽 見	225	2 2
1214	Jixi	Hui	58	hear	聽見	tʰ j ɑ̃ ³⁵ + tɕ j ẽ ³⁵	聽 見	225	2 2
1215	Suzhou	Wu	58	hear	聽見	tʰ i n ⁴⁴ + tɕ j ɪ ⁴¹²	聽 見	225	2 2
1216	Wenzhou	Wu	58	hear	聽見	tʰ e ŋ ⁴⁴ + dʑ j a ²¹	聽 着	227	2 2
1217	Changsha	Xiang	58	hear	聽見	tʰ i n ³³ + tɕ j ẽ ⁵⁵	聽 見	225	3 2
1218	Loudi	Xiang	58	hear	聽見	tʰ j ɔ̃ ⁴⁴ + tɕ j æ ³⁵	聽 見	225	2 2
1219	Nanchang	Gan	58	hear	聽見	tʰ j a ŋ ⁴² + tɕ j ɛ n ⁴⁵	聽 見	225	2 2
1220	Meixian	Hakka	58	hear	聽見	tʰ a ŋ ³³	聽	228	2
1221	Guilin	Pinghua	58	hear	聽見	tʰ ei ⁴² + tɕ j ã ²⁵	聽 見	225	2 2
1222	Guangzhou	Yue	58	hear	聽見	tʰ ɛ ŋ ⁵³ + k i n ³³	聽 見	225	2 2
1223	Fuzhou	Min	58	hear	聽見	tʰ j a ŋ ⁵⁵ + ŋ j e ŋ ²¹²	聽 見	225	1 2
1224	Xiamen	Min	58	hear	聽見	tʰ j ã ⁵⁵ + t j o ⁰	聽 着	227	1 1
1225	Beijing	Mandarin	59	head	頭	tʰ ou ³⁵	頭	229	2
1226	Ha_erbin	Mandarin	59	head	頭	tʰ ou ²⁴	頭	229	2
1227	Jinan	Mandarin	59	head	頭	tʰ ou ⁵³	頭	229	2
1228	Rongcheng	Mandarin	59	head	頭	t ou ³⁵	頭	229	2
1229	Taiyuan	Jin	59	head	頭	tʰ əu ²¹	頭	229	2
1230	Taiyuan	Jin	59	head	頭	t ə ʔ ² + l au ⁵³	腦	230	2
1231	Xi_an	Mandarin	59	head	頭	tʰ ou ²⁴	頭	229	2
1232	Xi_an	Mandarin	59	head	頭	s ɑ ²⁴	𦠿	231	2
1233	Chengdu	Mandarin	59	head	頭	tʰ əu ²¹	頭	229	2
1234	Nanjing	Mandarin	59	head	頭	tʰ əɯ ¹³	頭	229	2
1235	Jixi	Hui	59	head	頭	tʰ i ⁴⁴	頭	229	2
1236	Suzhou	Wu	59	head	頭	d ʏ ¹³	頭	229	2
1237	Wenzhou	Wu	59	head	頭	d ɤu ³⁴¹	頭	229	2
1238	Changsha	Xiang	59	head	頭	t əu ¹³	頭	229	2
1239	Changsha	Xiang	59	head	頭	l au ⁴¹ + kʰ o ⁰	腦 壳	232	2 2
1240	Loudi	Xiang	59	head	頭	d j ɤ ¹³	頭	229	2
1241	Nanchang	Gan	59	head	頭	tʰ ɛu ²⁴	頭	229	2
1242	Meixian	Hakka	59	head	頭	tʰ eu ¹¹ + n a ¹¹	頭	229	2
1243	Guilin	Pinghua	59	head	頭	t ai ²²	頭	229	2
1244	Guangzhou	Yue	59	head	頭	tʰ ɐu ²¹	頭	229	2
1245	Fuzhou	Min	59	head	頭	tʰ au ⁵³	頭	229	1
1246	Xiamen	Min	59	head	頭	tʰ au ²⁴ + kʰ a k ³²	頭 壳	233	2 2
1247	Beijing	Mandarin	60	hair	頭髮	tʰ ou ³⁵ + f a̠ ⁵¹	頭 髮	234	2 2
1248	Ha_erbin	Mandarin	60	hair	頭髮	tʰ ou ²⁴ + f a ⁰	頭 髮	234	2 2
1249	Jinan	Mandarin	60	hair	頭髮	tʰ ou ⁵³ + f a ⁰	頭 髮	234	2 2
1250	Rongcheng	Mandarin	60	hair	頭髮	t ou ³⁵ + f a ⁰	頭 髮	234	2 2
1251	Taiyuan	Jin	60	hair	頭髮	tʰ əu ²¹ + f a ʔ ²	頭 髮	234	2 2
1252	Xi_an	Mandarin	60	hair	頭髮	tʰ ou ²⁴ + f ɑ ⁰	頭 髮	234	2 2
1253	Chengdu	Mandarin	60	hair	頭髮	tʰ əu ²¹ + f a ²¹	頭 髮	234	2 2
1254	Nanjing	Mandarin	60	hair	頭髮	tʰ əɯ ¹³ + f ɑ ʔ ⁵	頭 髮	234	2 2
1255	Jixi	Hui	60	hair	頭髮	tʰ i ⁴⁴ + m ɤ ⁴⁴	頭 毛	235	2 2
1256	Jixi	Hui	60	hair	頭髮	tʰ i ⁴⁴ + f a ʔ ³²	頭 髮	234	2 2
1257	Suzhou	Wu	60	hair	頭髮	d ʏ ¹³ + f a ʔ ⁴	頭 髮	234	2 2
1258	Wenzhou	Wu	60	hair	頭髮	d ɤu ³⁴¹ + h o ⁴¹	頭 髮	234	2 2
1259	Changsha	Xiang	60	hair	頭髮	t əu ¹³ + f a ²⁴	頭 髮	234	2 2
1260	Loudi	Xiang	60	hair	頭髮	d j ɤ ¹³ + x ɔ ⁰	頭 髮	234	2 2
1261	Nanchang	Gan	60	hair	頭髮	tʰ ɛu ²⁴ + f a t ⁰	頭 髮	234	2 2
1262	Meixian	Hakka	60	hair	頭髮	tʰ eu ¹¹ + n a ¹¹ + m au ³³	頭 毛	235	2 1
1263	Guilin	Pinghua	60	hair	頭髮	t ai ²² + m au ²²	頭 毛	235	2 2
1264	Guangzhou	Yue	60	hair	頭髮	tʰ ɐu ²¹ + f a t ³	頭 髮	234	2 2
1265	Fuzhou	Min	60	hair	頭髮	tʰ au ⁵³ + w o ʔ ²⁴	頭 髮	234	1 1
1266	Xiamen	Min	60	hair	頭髮	tʰ au ²⁴ + m ŋ̍ ²⁴	頭 毛	235	1 1
1267	Beijing	Mandarin	61	earth	土地	tʰ u ²¹³ + t i ⁵¹	土 地	236	2 2
1268	Ha_erbin	Mandarin	61	earth	土地	tʰ u ²¹³ + t i ⁵³	土 地	236	2 2
1269	Jinan	Mandarin	61	earth	土地	tʰ u ⁴⁵ + t i ³¹	土 地	236	2 2
1270	Rongcheng	Mandarin	61	earth	土地	tʰ u ²¹³ + t i ³³⁴	土 地	236	2 2
1271	Taiyuan	Jin	61	earth	土地	tʰ u ⁵³ + t i ⁴⁵	土 地	236	2 2
1272	Taiyuan	Jin	61	earth	土地	t i ⁴⁵	地	237	2
1273	Xi_an	Mandarin	61	earth	土地	tʰ ou ⁵³ + t i ⁴⁴	土 地	236	2 2
1274	Xi_an	Mandarin	61	earth	土地	t i ⁴⁴	地	237	2
1275	Chengdu	Mandarin	61	earth	土地	tʰ u ⁵³ + t i ²¹³	土 地	236	2 2
1276	Chengdu	Mandarin	61	earth	土地	t i ²¹³	地	237	2
1277	Nanjing	Mandarin	61	earth	土地	t i ⁴⁴	地	237	2
1278	Nanjing	Mandarin	61	earth	土地	tʰ u ¹¹ + t i ⁴⁴	土 地	236	2 2
1279	Jixi	Hui	61	earth	土地	tsʰ ɿ ³¹	地	237	2
1280	Jixi	Hui	61	earth	土地	tʰ u ²¹³ + tsʰ ɿ ³¹	土 地	236	2 2
1281	Suzhou	Wu	61	earth	土地	d i ²³¹ + b i ¹³	地 皮	238	2 2
1282	Suzhou	Wu	61	earth	土地	tʰ əu ⁵² + d i ²³¹	土 地	236	2 2
1283	Wenzhou	Wu	61	earth	土地	tʰ øy ²⁴² + d ei ²²	土 地	236	2 2
1284	Changsha	Xiang	61	earth	土地	tʰ əu ⁴¹ + t i ¹¹	土 地	236	2 2
1285	Loudi	Xiang	61	earth	土地	tʰ ɤu ⁴² + d i ¹¹	土 地	236	2 2
1286	Loudi	Xiang	61	earth	土地	d i ¹¹	地	237	2
1287	Nanchang	Gan	61	earth	土地	tʰ u ²¹³ + tʰ i ⁴²	土 地	236	2 2
1288	Meixian	Hakka	61	earth	土地	tʰ u ³¹ + tʰ i ⁵³	土 地	236	2 2
1289	Guilin	Pinghua	61	earth	土地	tʰ u ²³ + t i ²¹	土 地	236	2 2
1290	Guangzhou	Yue	61	earth	土地	tʰ ou ³⁵ + t ei ²²	土 地	236	2 2
1291	Fuzhou	Min	61	earth	土地	tʰ u ⁵³ + l ɛi ²⁴²	塗 地	239	1 2
1292	Xiamen	Min	61	earth	土地	tʰ ɔ ⁵³ + t w e ²²	土 地	236	1 1
1293	Beijing	Mandarin	62	spit	吐	tʰ u ⁵¹	吐	1	2
1294	Ha_erbin	Mandarin	62	spit	吐	tʰ u ⁵³	吐	1	2
1295	Jinan	Mandarin	62	spit	吐	tʰ u ³¹	吐	1	2
1296	Rongcheng	Mandarin	62	spit	吐	tʰ u ²¹⁴	吐	1	2
1297	Taiyuan	Jin	62	spit	吐	tʰ u ⁵³	吐	1	2
1298	Xi_an	Mandarin	62	spit	吐	tʰ ou ⁵³	吐	1	2
1299	Chengdu	Mandarin	62	spit	吐	tʰ u ⁵³	吐	1	2
1300	Nanjing	Mandarin	62	spit	吐	tʰ u ¹¹	吐	1	2
1301	Jixi	Hui	62	spit	吐	tʰ u ²¹³	吐	1	2
1302	Suzhou	Wu	62	spit	吐	tʰ əu ⁵²	吐	1	2
1303	Wenzhou	Wu	62	spit	吐	tʰ øy ²⁴	吐	1	2
1304	Changsha	Xiang	62	spit	吐	tʰ əu ⁵⁵	吐	1	2
1305	Loudi	Xiang	62	spit	吐	tʰ ɤu ⁴²	吐	1	2
1306	Nanchang	Gan	62	spit	吐	tʰ u ²¹³	吐	1	2
1307	Meixian	Hakka	62	spit	吐	tʰ w i ⁵³	吐	1	2
1308	Guilin	Pinghua	62	spit	吐	tʰ u ²³	吐	1	2
1309	Guangzhou	Yue	62	spit	吐	tʰ ou ³³	吐	1	2
1310	Fuzhou	Min	62	spit	吐	pʰ w oi ²¹²	啡	240	1
1311	Xiamen	Min	62	spit	吐	pʰ w i ²¹	啡	240	1
1312	Beijing	Mandarin	63	push	推	tʰ w ei ⁵⁵	推	241	2
1313	Ha_erbin	Mandarin	63	push	推	tʰ w ei ⁴⁴	推	241	2
1314	Jinan	Mandarin	63	push	推	tʰ w ei ²¹⁴	推	241	2
1315	Rongcheng	Mandarin	63	push	推	tʰ ei ⁵²	推	241	2
1316	Taiyuan	Jin	63	push	推	tʰ w ei ²¹	推	241	2
1317	Xi_an	Mandarin	63	push	推	tʰ w ei ²¹	推	241	2
1318	Xi_an	Mandarin	63	push	推	ɕ j æ̃ ²¹	掀	242	2
1319	Chengdu	Mandarin	63	push	推	tʰ w ei ⁴⁵	推	241	2
1320	Nanjing	Mandarin	63	push	推	tʰ w ei ³¹	推	241	2
1321	Jixi	Hui	63	push	推	tʰ a ⁵⁵	推	241	2
1322	Suzhou	Wu	63	push	推	tʰ e̞ ⁴⁴	推	241	2
1323	Wenzhou	Wu	63	push	推	d ə ³⁴¹	逃	243	2
1324	Changsha	Xiang	63	push	推	tʰ ei ³³	推	241	2
1325	Changsha	Xiang	63	push	推	ɕ ɥ ẽ ³³	揎	244	2
1326	Loudi	Xiang	63	push	推	n ɤ n ³⁵	𢫨	245	2
1327	Nanchang	Gan	63	push	推	tʰ w i ⁴²	推	241	2
1328	Meixian	Hakka	63	push	推	tʰ w i ³³	推	241	2
1329	Guilin	Pinghua	63	push	推	tʰ ei ⁴²	推	241	2
1330	Guangzhou	Yue	63	push	推	tʰ øy ⁵³	推	241	2
1331	Fuzhou	Min	63	push	推	tʰ j a ŋ ³²	捵	246	1
1332	Fuzhou	Min	63	push	推	s øy ŋ ³²	𢱤	247	1
1333	Fuzhou	Min	63	push	推	tʰ w oi ⁵⁵	推	241	1
1334	Xiamen	Min	63	push	推	t u ⁵⁵	推	241	1
1335	Beijing	Mandarin	64	leg	腿	tʰ w ei ²¹³	腿	248	2
1336	Ha_erbin	Mandarin	64	leg	腿	tʰ w ei ²¹³	腿	248	2
1337	Jinan	Mandarin	64	leg	腿	tʰ w ei ⁴⁵	腿	248	2
1338	Rongcheng	Mandarin	64	leg	腿	tʰ ei ²¹⁴	腿	248	2
1339	Taiyuan	Jin	64	leg	腿	tʰ w ei ⁵³	腿	248	2
1340	Xi_an	Mandarin	64	leg	腿	tʰ w ei ⁵³	腿	248	2
1341	Chengdu	Mandarin	64	leg	腿	tʰ w ei ⁵³	腿	248	2
1342	Nanjing	Mandarin	64	leg	腿	tʰ w ei ¹¹	腿	248	2
1343	Jixi	Hui	64	leg	腿	tʰ a ²¹³	腿	248	2
1344	Suzhou	Wu	64	leg	腿	pʰ ɑ̃ ⁵²	膀	249	2
1345	Wenzhou	Wu	64	leg	腿	tɕ j a ⁴¹ + tɕ j a ⁴¹	腳 腳	250	2 2
1346	Changsha	Xiang	64	leg	腿	tʰ ei ⁴¹	腿	248	2
1347	Changsha	Xiang	64	leg	腿	tʰ ei ⁴¹ + p a ⁵⁵ + ts ɿ ⁰	腿	248	2
1348	Loudi	Xiang	64	leg	腿	tʰ w e ⁴²	腿	248	2
1349	Nanchang	Gan	64	leg	腿	tʰ w i ²¹³	腿	248	2
1350	Meixian	Hakka	64	leg	腿	tʰ w i ³¹	腿	248	2
1351	Guilin	Pinghua	64	leg	腿	tɕ j ɑu ⁵⁵ + t u ²¹ + ts e ²³	腳	251	2
1352	Guangzhou	Yue	64	leg	腿	tʰ øy ³⁵	腿	248	2
1353	Fuzhou	Min	64	leg	腿	kʰ a ⁵⁵ + l øy ³²	骹 腿	252	1 1
1354	Xiamen	Min	64	leg	腿	kʰ a ⁵⁵ + k u t ³²	骹 骨	253	1 1
1355	Beijing	Mandarin	65	dig	挖	w a̠ ⁵⁵	挖	254	2
1356	Ha_erbin	Mandarin	65	dig	挖	w a ⁴⁴	挖	254	2
1357	Jinan	Mandarin	65	dig	挖	v a ²¹⁴	挖	254	2
1358	Rongcheng	Mandarin	65	dig	挖	w a ²¹³	挖	254	2
1359	Taiyuan	Jin	65	dig	挖	v a ²¹	挖	254	2
1360	Xi_an	Mandarin	65	dig	挖	w ɑ ²¹	挖	254	2
1361	Chengdu	Mandarin	65	dig	挖	w a ⁴⁵	挖	254	3
1362	Chengdu	Mandarin	65	dig	挖	pʰ au ²¹	刨	255	2
1363	Chengdu	Mandarin	65	dig	挖	ts w a ²¹	啄	256	2
1364	Nanjing	Mandarin	65	dig	挖	w ɑ ³¹	挖	254	3
1365	Jixi	Hui	65	dig	挖	v a ʔ ³²	挖	254	2
1366	Suzhou	Wu	65	dig	挖	w a ʔ ⁴	挖	254	2
1367	Wenzhou	Wu	65	dig	挖	l au ⁴⁴	𠞭	257	2
1368	Changsha	Xiang	65	dig	挖	w a ²⁴	挖	254	2
1369	Loudi	Xiang	65	dig	挖	w a ¹³	挖	254	2
1370	Nanchang	Gan	65	dig	挖	w a ⁴²	挖	254	3
1371	Meixian	Hakka	65	dig	挖	v a t ¹	挖	254	2
1372	Guilin	Pinghua	65	dig	挖	w a̠ ⁵⁵	挖	254	2
1373	Guangzhou	Yue	65	dig	挖	w a t ³	挖	254	2
1374	Fuzhou	Min	65	dig	挖	w a ʔ ²⁴	挖	254	2
1375	Xiamen	Min	65	dig	挖	ɔ ⁵³	摀	258	1
1376	Beijing	Mandarin	66	play	玩	w a ³⁵	玩	259	2
1377	Ha_erbin	Mandarin	66	play	玩	w a ²⁴	玩	259	2
1378	Jinan	Mandarin	66	play	玩	v ə ⁵³	玩	259	2
1379	Rongcheng	Mandarin	66	play	玩	w ɛ ³⁵	玩	259	2
1380	Taiyuan	Jin	66	play	玩	s w a ⁵³	耍	260	2
1381	Xi_an	Mandarin	66	play	玩	f ɑ ⁵³	耍	260	2
1382	Chengdu	Mandarin	66	play	玩	s w a ⁵³	耍	260	2
1383	Nanjing	Mandarin	66	play	玩	w ɑ̃ ¹³	玩	259	2
1384	Jixi	Hui	66	play	玩	s ɿ ⁵⁵	嬉	261	2
1385	Suzhou	Wu	66	play	玩	b ə ʔ ²³ + s j ã ⁴¹²	白 相	262	2 2
1386	Wenzhou	Wu	66	play	玩	s ɿ ⁴⁴	嬉	261	2
1387	Changsha	Xiang	66	play	玩	w a n ¹³	玩	259	2
1388	Loudi	Xiang	66	play	玩	s ɔ ⁴²	耍	260	2
1389	Nanchang	Gan	66	play	玩	w a n ⁴⁵	玩	259	2
1390	Meixian	Hakka	66	play	玩	k au ³¹	攪	263	2
1391	Meixian	Hakka	66	play	玩	l j au ⁵³	嫽	264	2
1392	Guilin	Pinghua	66	play	玩	s w a̠ ²³	耍	260	2
1393	Guangzhou	Yue	66	play	玩	w a n ²¹	玩	259	2
1394	Fuzhou	Min	66	play	玩	h i ⁵⁵ + h j e ²¹²	嬉 戏	265	2 1
1395	Fuzhou	Min	66	play	玩	kʰ a ⁵⁵ + l j eu ⁵³	骹 遛	266	1 2
1396	Xiamen	Min	66	play	玩	tsʰ i t ³² + tʰ o ²⁴	𨑨 迌	267	1 1
1397	Beijing	Mandarin	67	night	晚上	w a n ²¹³ + ʂ ɑ ŋ ⁵¹	晚	268	2
1398	Ha_erbin	Mandarin	67	night	晚上	w a n ²¹³ + ʂ a ŋ ⁰	晚	268	2
1399	Ha_erbin	Mandarin	67	night	晚上	ɕ j a ⁵³ + x ə ⁴⁴	下 黑	269	2 2
1400	Ha_erbin	Mandarin	67	night	晚上	ɕ j a ⁵³ + w a ²¹³ + x ei ⁴⁴	下 晚 黑	270	2 2 2
1401	Jinan	Mandarin	67	night	晚上	v æ̃ ⁴⁵ + ʂ ɑ ŋ ⁰	晚	268	2
1402	Rongcheng	Mandarin	67	night	晚上	x ou ³³⁴ + ʂ ʅ ⁰	后 晌	271	2 2
1403	Taiyuan	Jin	67	night	晚上	v æ̃ ⁵³ + s ɒ̃ ⁴⁵	晚	268	2
1404	Xi_an	Mandarin	67	night	晚上	x ei ²¹ + l j ɛ ⁰	黑	272	2
1405	Chengdu	Mandarin	67	night	晚上	w a n ⁵³ + s a ŋ ²¹³	晚	268	2
1406	Chengdu	Mandarin	67	night	晚上	x e ²¹ + l əu ²¹	黑	272	2
1407	Nanjing	Mandarin	67	night	晚上	w ɑ̃ ¹¹ + s ɑ̃ ⁴⁴	晚	268	2
1408	Jixi	Hui	67	night	晚上	j o ³¹ + x o ⁰	夜	273	2
1409	Suzhou	Wu	67	night	晚上	j ɑ ⁴¹² + l i ⁰ + ɕ j ã ⁴¹²	夜	273	3
1410	Wenzhou	Wu	67	night	晚上	ɦ a ³⁴¹ + ɕ y ⁴⁴	黃 昏	274	3 3
1411	Changsha	Xiang	67	night	晚上	w a n ⁴¹ + s a n ¹¹	晚	268	3
1412	Changsha	Xiang	67	night	晚上	j a ¹¹ + k a ⁰ + ts ɿ ⁰	夜	273	2
1413	Loudi	Xiang	67	night	晚上	j ɔ ¹¹ + l i ⁰	夜	273	2
1414	Nanchang	Gan	67	night	晚上	j a ²¹ + w a n ²¹³	夜 晚	275	2 2
1415	Meixian	Hakka	67	night	晚上	a m ⁵³ + p u ³³	暗 晡	276	2 2
1416	Guilin	Pinghua	67	night	晚上	j a̠ ²¹ + x a̠ ²²	夜	273	2
1417	Guangzhou	Yue	67	night	晚上	m a n ²³ + s œ ŋ ²²	晚	268	2
1418	Fuzhou	Min	67	night	晚上	m a ŋ ⁵³ + m w o ⁵⁵	暝 晡	277	1 1
1419	Xiamen	Min	67	night	晚上	e ²² + h ŋ̍ ⁵⁵	下 昏	278	1 1
1420	Beijing	Mandarin	68	tail	尾巴	w ei ²¹³	尾	279	2
1421	Ha_erbin	Mandarin	68	tail	尾巴	w ei ²¹³ + p a ⁰	尾	279	2
1422	Jinan	Mandarin	68	tail	尾巴	i ⁴⁵ + p a ⁰	尾	279	2
1423	Rongcheng	Mandarin	68	tail	尾巴	w ei ²¹⁴ + p a ³³⁴	尾	279	2
1424	Taiyuan	Jin	68	tail	尾巴	v ei ⁵³ + p a ⁰	尾	279	3
1425	Xi_an	Mandarin	68	tail	尾巴	i ⁵³ + p ɑ ⁰	尾	279	2
1426	Chengdu	Mandarin	68	tail	尾巴	w ei ⁵³ + p a ⁵⁵	尾	279	3
1427	Chengdu	Mandarin	68	tail	尾巴	w ei ⁵³ + ts ɿ ⁵³	尾	279	3
1428	Nanjing	Mandarin	68	tail	尾巴	w ei ¹¹ + p ɑ ⁰	尾	279	2
1429	Jixi	Hui	68	tail	尾巴	v i ²¹³ + p o ⁵⁵	尾	279	3
1430	Suzhou	Wu	68	tail	尾巴	ɲ i ²³¹ + p o ⁴⁴	尾	279	2
