ID	DOCULECT	SUBGROUP	CONCEPT_ID	CONCEPT	CONCEPT_CHINESE	TOKENS	CHRACTERS	COGID	WENYAN
350	Guilin	Pinghua	16	thin	薄	p ɑu ²²	薄	80	2
351	Guangzhou	Yue	16	thin	薄	p ɔ k ²	薄	80	2
352	Fuzhou	Min	16	thin	薄	p o ʔ ⁵	薄	80	1
353	Xiamen	Min	16	thin	薄	p o ʔ ⁵	薄	80	1
354	Beijing	Mandarin	17	not	不	p u ⁵¹	不	81	2
355	Ha_erbin	Mandarin	17	not	不	p u ⁵³	不	81	2
356	Jinan	Mandarin	17	not	不	p u ²¹⁴	不	81	2
357	Rongcheng	Mandarin	17	not	不	p u ²¹⁴	不	81	2
358	Taiyuan	Jin	17	not	不	p ə ʔ ²	不	81	2
359	Xi_an	Mandarin	17	not	不	p u ²¹	不	81	2
360	Chengdu	Mandarin	17	not	不	p u ²¹	不	81	2
361	Nanjing	Mandarin	17	not	不	p u ʔ ⁵	不	81	2
362	Jixi	Hui	17	not	不	p ɤ ʔ ³²	不	81	2
363	Suzhou	Wu	17	not	不	f ə ʔ ⁴	不	81	2
364	Wenzhou	Wu	17	not	不	f u ²⁴	不	81	2
365	Changsha	Xiang	17	not	不	p u ²⁴	不	81	2
366	Loudi	Xiang	17	not	不	pʰ u ¹³	不	81	2
367	Nanchang	Gan	17	not	不	pʰ ɨ t ⁵	不	81	2
368	Meixian	Hakka	17	not	不	m̩ ¹¹	唔	82	2
369	Guilin	Pinghua	17	not	不	p u ²²	不	81	3
370	Guangzhou	Yue	17	not	不	p ɐ t ⁵	不	81	2
371	Fuzhou	Min	17	not	不	i ŋ ⁵⁵	伓	83	1
372	Fuzhou	Min	17	not	不	ŋ̍ ²⁴²	伓	83	1
373	Fuzhou	Min	17	not	不	m o ⁵³	無	84	1
374	Xiamen	Min	17	not	不	b o ²⁴	無	84	1
375	Beijing	Mandarin	18	rub	擦	tsʰ ɑ ⁵⁵	擦	85	2
376	Ha_erbin	Mandarin	18	rub	擦	tsʰ a ⁴⁴	擦	85	2
377	Jinan	Mandarin	18	rub	擦	tsʰ a ²¹⁴	擦	85	2
378	Rongcheng	Mandarin	18	rub	擦	tsʰ a ²¹⁴	擦	85	2
379	Taiyuan	Jin	18	rub	擦	tsʰ a ʔ ²	擦	85	2
380	Taiyuan	Jin	18	rub	擦	tɕʰ j e ²¹	汧	86	2
381	Xi_an	Mandarin	18	rub	擦	tsʰ ɑ ²¹	擦	85	2
382	Chengdu	Mandarin	18	rub	擦	tsʰ a ²¹	擦	85	2
383	Chengdu	Mandarin	18	rub	擦	kʰ ai ⁴⁵	揩	87	2
384	Nanjing	Mandarin	18	rub	擦	tsʰ ɑ ʔ ⁵	擦	85	2
385	Nanjing	Mandarin	18	rub	擦	kʰ ɛ ³¹	揩	87	2
386	Jixi	Hui	18	rub	擦	tsʰ a ʔ ³²	擦	85	2
387	Suzhou	Wu	18	rub	擦	kʰ ɑ ⁴⁴	揩	87	2
388	Wenzhou	Wu	18	rub	擦	tsʰ a ⁴¹	擦	85	2
389	Changsha	Xiang	18	rub	擦	tsʰ a ²⁴	擦	85	2
390	Loudi	Xiang	18	rub	擦	kʰ a ¹³	揩	87	3
391	Nanchang	Gan	18	rub	擦	tsʰ a ʔ ⁵	擦	85	2
392	Nanchang	Gan	18	rub	擦	ŋ ai ⁴²	挨	88	2
393	Nanchang	Gan	18	rub	擦	m o t ⁵	抹	89	2
394	Nanchang	Gan	18	rub	擦	kʰ ai ⁴²	揩	87	2
395	Meixian	Hakka	18	rub	擦	m a t ¹	抹	89	2
396	Guilin	Pinghua	18	rub	擦	m ɑ ⁵⁵	抹	89	2
397	Guangzhou	Yue	18	rub	擦	tsʰ a t ³	擦	85	2
398	Fuzhou	Min	18	rub	擦	k a ŋ ³²	撖	90	1
399	Xiamen	Min	18	rub	擦	tsʰ i t ³²	拭	91	1
400	Beijing	Mandarin	19	grass	草	tsʰ au ²¹⁴	草	92	2
401	Ha_erbin	Mandarin	19	grass	草	tsʰ au ²¹³	草	92	2
402	Jinan	Mandarin	19	grass	草	tsʰ ɔ ⁴⁵	草	92	2
403	Rongcheng	Mandarin	19	grass	草	tsʰ au ²¹⁴	草	92	2
404	Taiyuan	Jin	19	grass	草	tsʰ au ⁵³	草	92	2
405	Xi_an	Mandarin	19	grass	草	tsʰ ɑu ⁵³	草	92	2
406	Chengdu	Mandarin	19	grass	草	tsʰ au ⁵³	草	92	2
407	Nanjing	Mandarin	19	grass	草	tsʰ ɔ ¹¹	草	92	2
408	Jixi	Hui	19	grass	草	tsʰ ɤ ²¹³	草	92	2
409	Suzhou	Wu	19	grass	草	tsʰ æ ⁵²	草	92	2
410	Wenzhou	Wu	19	grass	草	tsʰ ə ²⁴²	草	92	2
411	Changsha	Xiang	19	grass	草	tsʰ au ⁴¹	草	92	2
412	Loudi	Xiang	19	grass	草	tsʰ ɤ ⁴²	草	92	2
413	Nanchang	Gan	19	grass	草	tsʰ au ²¹³	草	92	2
414	Meixian	Hakka	19	grass	草	tsʰ au ³¹	草	92	2
415	Guilin	Pinghua	19	grass	草	tsʰ ɑu ²³	草	92	2
416	Guangzhou	Yue	19	grass	草	tsʰ ou ³⁵	草	92	2
417	Fuzhou	Min	19	grass	草	tsʰ au ³²	草	92	1
418	Xiamen	Min	19	grass	草	tsʰ au ⁵³	草	92	1
419	Beijing	Mandarin	20	long	長	ʈʂʰ ɑ ŋ ³⁵	長	93	2
420	Ha_erbin	Mandarin	20	long	長	ʈʂʰ a ŋ ²⁴	長	93	2
421	Jinan	Mandarin	20	long	長	tsʰ ɑ ŋ ⁵³	長	93	2
422	Rongcheng	Mandarin	20	long	長	ʈʂʰ a ŋ ³⁵	長	93	3
423	Taiyuan	Jin	20	long	長	tsʰ ɒ̃ ²¹	長	93	3
424	Xi_an	Mandarin	20	long	長	ʈʂʰ ɑ ŋ ²⁴	長	93	2
425	Chengdu	Mandarin	20	long	長	tsʰ a ŋ ²¹	長	93	2
426	Nanjing	Mandarin	20	long	長	tsʰ ɑ̃ ¹³	長	93	2
427	Jixi	Hui	20	long	長	tɕʰ j õ ⁴⁴	長	93	2
428	Suzhou	Wu	20	long	長	z ã ¹³	長	93	2
429	Wenzhou	Wu	20	long	長	dʑ i ³⁴¹	長	93	2
430	Changsha	Xiang	20	long	長	ts a n ¹³	長	93	2
431	Loudi	Xiang	20	long	長	dʑ ɔ ŋ ¹³	長	93	2
432	Nanchang	Gan	20	long	長	tsʰ ɔ ŋ ²⁴	長	93	2
433	Meixian	Hakka	20	long	長	tsʰ o ŋ ¹¹	長	93	2
434	Guilin	Pinghua	20	long	長	ts ɑ ŋ ²²	長	93	2
435	Guangzhou	Yue	20	long	長	tsʰ œ ŋ ²¹	長	93	2
436	Fuzhou	Min	20	long	長	t w o ŋ ⁵³	長	93	2
437	Xiamen	Min	20	long	長	t ŋ̍ ²⁴	長	93	1
438	Beijing	Mandarin	21	flesh	肉	ʐ ou ⁵¹	肉	94	2
439	Ha_erbin	Mandarin	21	flesh	肉	ʐ ou ⁵³	肉	94	2
440	Jinan	Mandarin	21	flesh	肉	ʐ ou ³¹	肉	94	2
441	Rongcheng	Mandarin	21	flesh	肉	j ou ³³⁴	肉	94	2
442	Taiyuan	Jin	21	flesh	肉	z əu ⁴⁵	肉	94	3
443	Xi_an	Mandarin	21	flesh	肉	ʐ ou ⁴⁴	肉	94	3
444	Chengdu	Mandarin	21	flesh	肉	z əu ²¹³	肉	94	3
445	Nanjing	Mandarin	21	flesh	肉	ʐ əɯ ⁴⁴	肉	94	3
446	Jixi	Hui	21	flesh	肉	ɲ ɥ o ʔ ³²	肉	94	2
447	Suzhou	Wu	21	flesh	肉	ɲ j o ʔ ²³	肉	94	2
448	Wenzhou	Wu	21	flesh	肉	ɲ j eu ²¹	肉	94	2
449	Changsha	Xiang	21	flesh	肉	ʐ əu ²⁴	肉	94	3
450	Loudi	Xiang	21	flesh	肉	n io ³⁵	肉	94	2
451	Nanchang	Gan	21	flesh	肉	ɲ j u ʔ ⁵	肉	94	2
452	Meixian	Hakka	21	flesh	肉	ŋ j u k ¹	肉	94	2
453	Guilin	Pinghua	21	flesh	肉	j ou ⁵⁵	肉	94	3
454	Guangzhou	Yue	21	flesh	肉	i o k ²	肉	94	2
455	Fuzhou	Min	21	flesh	肉	n y ʔ ⁵	肉	94	1
456	Xiamen	Min	21	flesh	肉	b a ʔ ³²	C	95	1
457	Beijing	Mandarin	22	if	如果	ʐ u ³⁵ + k w o ²¹⁴	如 果	96	2 2
458	Ha_erbin	Mandarin	22	if	如果	ʐ u ²⁴ + k w o ²¹³	如 果	96	2 2
459	Jinan	Mandarin	22	if	如果	l u ⁵³ + k w ɤ ⁴⁵	如 果	96	2 2
460	Rongcheng	Mandarin	22	if	如果	y ³⁵ + k w ɔ ²¹⁴	如 果	96	3 2
461	Taiyuan	Jin	22	if	如果	z u ²¹ + k w ɤ ⁵³	如 果	96	2 2
462	Xi_an	Mandarin	22	if	如果	v u ²⁴ + k w o ⁵³	如 果	96	2 2
463	Chengdu	Mandarin	22	if	如果	t a ⁵³ + p i ⁵³ + s o ²¹	打 比 说	97	2 2 2
464	Nanjing	Mandarin	22	if	如果	ʐ u ¹³ + k o ¹¹	如 果	96	2 2
465	Jixi	Hui	22	if	如果	y ⁴⁴ + k ɵ ²¹³	如 果	96	3 3
466	Suzhou	Wu	22	if	如果	tɕ j ɑ ⁵² + s ɿ ⁵²	假 使	98	3 3
467	Wenzhou	Wu	22	if	如果	dʑ j a ²¹ + z ɿ ²⁴	若 是	99	3 2
468	Changsha	Xiang	22	if	如果	y ¹³ + k o ⁰	如 果	96	3 3
469	Changsha	Xiang	22	if	如果	j au ⁵⁵ + s ɿ ⁰	要 是	100	2 2
470	Loudi	Xiang	22	if	如果	y ¹³ + k o ⁴²	如 果	96	3 3
471	Nanchang	Gan	22	if	如果	l u ⁴⁵ + k w o ²¹³	如 果	96	3 3
472	Nanchang	Gan	22	if	如果	tʰ ɔ ŋ ²¹³ + ɲ w o ⁴⁵	倘 若	101	2 3
473	Meixian	Hakka	22	if	如果	k a ³¹ + h e ⁵³	假 系	102	2 2
474	Guilin	Pinghua	22	if	如果	y ²² + k w o ²³	如 果	96	3 3
475	Guangzhou	Yue	22	if	如果	y ²¹ + k w ɔ ³⁵	如 果	96	2 2
476	Fuzhou	Min	22	if	如果	ɥ o ʔ ⁵ + h w a ŋ ⁵³	若 还	103	1 2
477	Fuzhou	Min	22	if	如果	ɥ o ʔ ⁵ + k w o ³²	若 果	104	1 2
478	Fuzhou	Min	22	if	如果	n y ⁵³ + k w o ³²	如 果	96	1 2
479	Xiamen	Min	22	if	如果	n ã ⁵⁵ + s i ²²	C 是	105	1 2
480	Beijing	Mandarin	23	breasts	乳房	ʐ u ²¹⁴ + f ɑ ŋ ³⁵	乳 房	106	2 2
481	Ha_erbin	Mandarin	23	breasts	乳房	n ai ²¹³ + ts ɿ ⁰	奶	107	2
482	Ha_erbin	Mandarin	23	breasts	乳房	ts a r ⁴⁴	咂	108	2
483	Jinan	Mandarin	23	breasts	乳房	m a ²¹³ + m a ⁰	媽 媽	109	2 2
484	Jinan	Mandarin	23	breasts	乳房	n ɛ ⁴⁵ + ts ɿ ⁰	奶	107	2
485	Rongcheng	Mandarin	23	breasts	乳房	n ai ²¹⁴ + ts ɿ ⁰	奶	107	2
486	Taiyuan	Jin	23	breasts	乳房	n ai ⁵³	奶	107	2
487	Xi_an	Mandarin	23	breasts	乳房	v u ⁵³ + f ɑ ŋ ²¹	乳 房	106	2 2
488	Chengdu	Mandarin	23	breasts	乳房	l ai ⁴⁵ + l ai ⁵⁵	奶 奶	110	2 2
489	Nanjing	Mandarin	23	breasts	乳房	l u ¹¹ + f ɑ̃ ¹³	乳 房	106	3 2
490	Jixi	Hui	23	breasts	乳房	l ɔ ³⁵ + ts ɿ ⁰	奶	107	2
491	Suzhou	Wu	23	breasts	乳房	n ɑ ¹³ + n ɑ ¹³	奶 奶	110	2 2
492	Wenzhou	Wu	23	breasts	乳房	n a ²⁴	奶	107	2
493	Changsha	Xiang	23	breasts	乳房	y ⁴¹ + f a n ¹³	乳 房	106	3 2
494	Changsha	Xiang	23	breasts	乳房	l ai ⁴¹ + ts ɿ ⁰	奶	107	2
495	Loudi	Xiang	23	breasts	乳房	l a ³⁵ + b u ¹³	奶 婆	111	2 2
496	Nanchang	Gan	23	breasts	乳房	l ai ²¹³	奶	107	2
497	Meixian	Hakka	23	breasts	乳房	n e n ⁵³ + k u ³³	奶 姑	112	2 2
498	Guilin	Pinghua	23	breasts	乳房	l ai ²³ + f ɑ ŋ ²²	奶 房	113	2 2
499	Guangzhou	Yue	23	breasts	乳房	y ²³ + f ɔ ŋ ²¹	乳 房	106	2 3
500	Fuzhou	Min	23	breasts	乳房	n ɛi ŋ ⁵³	C	114	1
501	Xiamen	Min	23	breasts	乳房	n ĩ ⁵³ + j ã ⁵³	C	115	1
502	Beijing	Mandarin	24	three	三	s a n ⁵⁵	三	116	2
503	Ha_erbin	Mandarin	24	three	三	s a n ⁴⁴	三	116	2
504	Jinan	Mandarin	24	three	三	s æ̃ ²¹⁴	三	116	2
505	Rongcheng	Mandarin	24	three	三	s ɐ n ⁵²	三	116	2
506	Taiyuan	Jin	24	three	三	s æ̃ ²¹	三	116	2
507	Xi_an	Mandarin	24	three	三	s æ̃ ²¹	三	116	2
508	Chengdu	Mandarin	24	three	三	s a n ⁴⁵	三	116	2
509	Nanjing	Mandarin	24	three	三	s ɑ̃ ³¹	三	116	2
510	Jixi	Hui	24	three	三	s ɔ ⁵⁵	三	116	2
511	Suzhou	Wu	24	three	三	s e̞ ⁴⁴	三	116	2
512	Wenzhou	Wu	24	three	三	s a ⁴⁴	三	116	2
513	Changsha	Xiang	24	three	三	s a n ³³	三	116	2
514	Loudi	Xiang	24	three	三	s ã ⁴⁴	三	116	2
515	Nanchang	Gan	24	three	三	s a n ⁴²	三	116	2
516	Meixian	Hakka	24	three	三	s a m ³³	三	116	2
517	Guilin	Pinghua	24	three	三	s ã ⁴²	三	116	2
518	Guangzhou	Yue	24	three	三	s a m ⁵⁵	三	116	2
519	Fuzhou	Min	24	three	三	s a ŋ ⁵⁵	三	116	1
520	Xiamen	Min	24	three	三	s ã ⁵⁵	三	116	1
521	Beijing	Mandarin	25	woods	森林	s ə n ⁵⁵ + l i n ³⁵	森 林	117	2 2
522	Ha_erbin	Mandarin	25	woods	森林	s ə n ⁴⁴ + l i n ²⁴	森 林	117	2 2
523	Jinan	Mandarin	25	woods	森林	ʂ u ²¹³ + l j ẽ ⁵³ + ts ɿ ⁰	树 林	118	2 2
524	Rongcheng	Mandarin	25	woods	森林	l i n ³⁵ + s ɿ ⁰	林	119	2
525	Taiyuan	Jin	25	woods	森林	s ə ŋ ²¹ + l i ŋ ²¹	森 林	117	2 2
526	Xi_an	Mandarin	25	woods	森林	s ẽ ²¹ + l j ẽ ²⁴	森 林	117	2 2
527	Chengdu	Mandarin	25	woods	森林	s ə n ⁴⁵ + ɲ i n ²¹	森 林	117	2 2
528	Nanjing	Mandarin	25	woods	森林	s u ⁴⁴ + l i n ¹³	树 林	118	2 2
529	Nanjing	Mandarin	25	woods	森林	s ə n ³¹ + n i n ¹³	森 林	117	2 2
530	Jixi	Hui	25	woods	森林	s ɑ̃ ⁵⁵ + n j ɑ̃ ⁴⁴	森 林	117	2 2
531	Jixi	Hui	25	woods	森林	ɕ y ³¹ + n j ɑ̃ ⁴⁴	树 林	118	2 2
532	Suzhou	Wu	25	woods	森林	z ʯ ²³¹ + l i n ¹³	树 林	118	2 2
533	Wenzhou	Wu	25	woods	森林	s a ŋ ⁴⁴ + l e ŋ ³⁴¹	森 林	117	2 2
534	Wenzhou	Wu	25	woods	森林	z ɿ ²² + l e ŋ ³⁴¹	树 林	118	2 2
535	Changsha	Xiang	25	woods	森林	s ə n ³³ + l i n ¹³	森 林	117	2 2
536	Loudi	Xiang	25	woods	森林	s ẽ ⁴⁴ + l i n ¹³	森 林	117	2 2
537	Nanchang	Gan	25	woods	森林	s ɛ n ⁴² + l i n ⁴⁵	森 林	117	2 2
538	Nanchang	Gan	25	woods	森林	s u ²¹ + l i n ⁴⁵	树 林	118	2 2
539	Meixian	Hakka	25	woods	森林	s e m ³³ + l i m ¹¹	森 林	117	2 2
540	Guilin	Pinghua	25	woods	森林	ɕ y ²¹ + l i ŋ ²²	树 林	118	2 2
541	Guangzhou	Yue	25	woods	森林	s ɐ m ⁵³ + l ɐ m ²¹	森 林	117	2 2
542	Fuzhou	Min	25	woods	森林	tsʰ j eu ²¹² + l i ŋ ⁵³	树 林	118	1 2
543	Xiamen	Min	25	woods	森林	tsʰ j u ²² + l i m ²⁴	树 林	118	1 2
544	Beijing	Mandarin	26	kill	殺	ʂ a̠ ⁵⁵	杀	120	2
545	Ha_erbin	Mandarin	26	kill	殺	ʂ a ⁴⁴	杀	120	2
546	Jinan	Mandarin	26	kill	殺	ʂ a ²¹⁴	杀	120	2
547	Rongcheng	Mandarin	26	kill	殺	ʂ a ²¹⁴	杀	120	2
548	Taiyuan	Jin	26	kill	殺	s a ʔ ²	杀	120	2
549	Xi_an	Mandarin	26	kill	殺	s ɑ ²¹	杀	120	2
550	Chengdu	Mandarin	26	kill	殺	s a ²¹	杀	120	2
551	Chengdu	Mandarin	26	kill	殺	ts ai ⁵³	宰	121	2
552	Nanjing	Mandarin	26	kill	殺	s ɑ ʔ ⁵	杀	120	2
553	Jixi	Hui	26	kill	殺	s a ʔ ³²	杀	120	2
554	Suzhou	Wu	26	kill	殺	s a ʔ ⁴	杀	120	2
555	Wenzhou	Wu	26	kill	殺	s a ⁴¹	杀	120	2
556	Changsha	Xiang	26	kill	殺	s a ²⁴	杀	120	2
557	Loudi	Xiang	26	kill	殺	s a ¹³	杀	120	2
558	Nanchang	Gan	26	kill	殺	s a t ⁵	杀	120	2
559	Meixian	Hakka	26	kill	殺	s a t ¹	杀	120	2
560	Guilin	Pinghua	26	kill	殺	s a̠ ⁵⁵	杀	120	2
561	Guangzhou	Yue	26	kill	殺	s a t ³	杀	120	2
562	Fuzhou	Min	26	kill	殺	tʰ ai ⁵³	治	122	1
563	Xiamen	Min	26	kill	殺	tʰ ai ²⁴	治	122	1
564	Beijing	Mandarin	27	sand	沙子	ʂ a̠ ⁵⁵	沙	123	2
565	Ha_erbin	Mandarin	27	sand	沙子	ʂ a ⁴⁴ + ts ɿ ⁰	沙	123	2
566	Jinan	Mandarin	27	sand	沙子	ʂ a ²¹⁴ + ts ɿ ⁰	沙	123	2
567	Rongcheng	Mandarin	27	sand	沙子	ʂ a ⁵²	沙	123	2
568	Taiyuan	Jin	27	sand	沙子	s a ²¹	沙	123	2
569	Xi_an	Mandarin	27	sand	沙子	s ɑ ²¹ + ts ɿ ⁰	沙	123	2
570	Chengdu	Mandarin	27	sand	沙子	s a ⁴⁵	沙	123	2
571	Chengdu	Mandarin	27	sand	沙子	s a ⁴⁵ + s a ⁵⁵	沙 沙	124	2 2
572	Chengdu	Mandarin	27	sand	沙子	s a ⁴⁵ + ts ɿ ⁰	沙	123	2
573	Nanjing	Mandarin	27	sand	沙子	s ɑ ³¹ + ts ɿ ⁰	沙	123	2
574	Jixi	Hui	27	sand	沙子	s o ⁵⁵ + ts ɿ ⁰	沙	123	2
575	Suzhou	Wu	27	sand	沙子	s o ⁴⁴	沙	123	2
576	Wenzhou	Wu	27	sand	沙子	s o ⁴⁴	沙	123	2
577	Changsha	Xiang	27	sand	沙子	s a ³³ + ts ɿ ⁰	沙	123	2
578	Changsha	Xiang	27	sand	沙子	s a ³³ + p o ¹³ + ts ɿ ⁰	沙	123	2
579	Loudi	Xiang	27	sand	沙子	s ɔ ⁴⁴ + ts ɿ ⁰	沙	123	2
580	Nanchang	Gan	27	sand	沙子	s a ⁴² + ts ɿ ⁰	沙	123	2
581	Meixian	Hakka	27	sand	沙子	s a ³³ + v e ⁰	沙	123	2
582	Guilin	Pinghua	27	sand	沙子	s ɑ ⁴² + ts e ²³	沙	123	2
583	Guangzhou	Yue	27	sand	沙子	s a ⁵³	沙	123	2
584	Fuzhou	Min	27	sand	沙子	s ai ⁵⁵	沙	123	1
585	Xiamen	Min	27	sand	沙子	s w a ⁵⁵	沙	123	1
586	Beijing	Mandarin	28	mountain	山	ʂ a n ⁵⁵	山	125	2
587	Ha_erbin	Mandarin	28	mountain	山	ʂ a n ⁴⁴	山	125	2
588	Jinan	Mandarin	28	mountain	山	ʂ æ̃ ²¹³	山	125	2
589	Rongcheng	Mandarin	28	mountain	山	ʂ ɐ n ⁵²	山	125	2
590	Taiyuan	Jin	28	mountain	山	s æ̃ ²¹	山	125	2
591	Xi_an	Mandarin	28	mountain	山	s æ̃ ²¹	山	125	2
592	Chengdu	Mandarin	28	mountain	山	s a n ⁴⁵	山	125	2
593	Nanjing	Mandarin	28	mountain	山	s ɑ̃ ³¹	山	125	2
594	Jixi	Hui	28	mountain	山	s ɔ ⁴⁴	山	125	2
595	Suzhou	Wu	28	mountain	山	s e̞ ⁴⁴	山	125	2
596	Wenzhou	Wu	28	mountain	山	s a ⁴⁴	山	125	2
597	Changsha	Xiang	28	mountain	山	s a n ³³	山	125	2
598	Loudi	Xiang	28	mountain	山	s ã ⁴⁴	山	125	2
599	Nanchang	Gan	28	mountain	山	s a n ⁴²	山	125	2
600	Meixian	Hakka	28	mountain	山	s a n ³³	山	125	2
601	Guilin	Pinghua	28	mountain	山	s ã ⁴²	山	125	2
602	Guangzhou	Yue	28	mountain	山	s a n ⁵³	山	125	2
603	Fuzhou	Min	28	mountain	山	s a ŋ ⁵⁵	山	125	1
604	Xiamen	Min	28	mountain	山	s w ã ⁵⁵	山	125	1
605	Beijing	Mandarin	29	burn	燒	ʂ ɑu ⁵⁵	烧	126	2
606	Ha_erbin	Mandarin	29	burn	燒	ʂ au ⁴⁴	烧	126	2
607	Jinan	Mandarin	29	burn	燒	ʂ ɔ ²¹⁴	烧	126	2
608	Rongcheng	Mandarin	29	burn	燒	ʂ au ⁵²	烧	126	2
609	Taiyuan	Jin	29	burn	燒	s au ²¹	烧	126	2
610	Xi_an	Mandarin	29	burn	燒	ʂ ɑu ²¹	烧	126	2
611	Chengdu	Mandarin	29	burn	燒	s au ⁴⁵	烧	126	2
612	Nanjing	Mandarin	29	burn	燒	s ɔ ³¹	烧	126	2
613	Jixi	Hui	29	burn	燒	ɕ j e ⁵⁵	烧	126	2
614	Suzhou	Wu	29	burn	燒	s æ ⁴⁴	烧	126	2
615	Wenzhou	Wu	29	burn	燒	ɕ j ɛ ⁴⁴	烧	126	2
616	Changsha	Xiang	29	burn	燒	s au ³³	烧	126	2
617	Loudi	Xiang	29	burn	燒	ɕ j ɤ ⁴⁴	烧	126	2
618	Nanchang	Gan	29	burn	燒	s ɛu ⁴²	烧	126	2
619	Meixian	Hakka	29	burn	燒	s au ³³	烧	126	2
620	Guilin	Pinghua	29	burn	燒	s ɑu ⁴²	烧	126	2
621	Guangzhou	Yue	29	burn	燒	s j u ⁵³	烧	126	2
622	Fuzhou	Min	29	burn	燒	s j eu ⁵⁵	烧	126	2
623	Xiamen	Min	29	burn	燒	s j o ⁵⁵	烧	126	1
624	Beijing	Mandarin	30	few	少	ʂ ɑu ⁵¹	少	127	2
625	Ha_erbin	Mandarin	30	few	少	ʂ au ²¹³	少	127	2
626	Jinan	Mandarin	30	few	少	ʂ ɔ ⁴⁵	少	127	2
627	Rongcheng	Mandarin	30	few	少	ʂ au ³³⁴	少	127	3
628	Taiyuan	Jin	30	few	少	s au ⁵³	少	127	2
629	Xi_an	Mandarin	30	few	少	ʂ ɑu ⁵³	少	127	2
630	Chengdu	Mandarin	30	few	少	s au ⁵³	少	127	2
631	Chengdu	Mandarin	30	few	少	k w a ⁵³	寡	128	2
632	Nanjing	Mandarin	30	few	少	s ɔ ¹¹	少	127	2
633	Jixi	Hui	30	few	少	ɕ j e ²¹³	少	127	2
634	Suzhou	Wu	30	few	少	s æ ⁵²	少	127	2
635	Wenzhou	Wu	30	few	少	ɕ j ɛ ²⁴²	少	127	2
636	Changsha	Xiang	30	few	少	s au ⁴¹	少	127	2
637	Loudi	Xiang	30	few	少	ɕ j ɤ ⁴²	少	127	2
638	Nanchang	Gan	30	few	少	s ɛu ²¹³	少	127	2
639	Meixian	Hakka	30	few	少	s au ³¹	少	127	2
640	Guilin	Pinghua	30	few	少	s ɑu ²³	少	127	2
641	Guangzhou	Yue	30	few	少	s j u ³⁵	少	127	2
642	Fuzhou	Min	30	few	少	ts j eu ³²	少	127	1
643	Xiamen	Min	30	few	少	ts j o ⁵³	少	127	1
644	Beijing	Mandarin	31	tongue	舌頭	ʂ ɤ ³⁵	舌	129	2
645	Ha_erbin	Mandarin	31	tongue	舌頭	ʂ ɤ ²⁴ + tʰ ou ⁰	舌	129	2
646	Jinan	Mandarin	31	tongue	舌頭	ʂ ɤ ⁵³ + tʰ ou ⁰	舌	129	2
647	Rongcheng	Mandarin	31	tongue	舌頭	ʃ ɛ ³⁵ + tʰ ə ⁰	舌	129	2
648	Taiyuan	Jin	31	tongue	舌頭	ʂ ə ʔ ⁵⁴	舌	129	2
649	Taiyuan	Jin	31	tongue	舌頭	ʂ ə ʔ ⁵⁴ + tʰ əu ²¹	舌	129	2
650	Xi_an	Mandarin	31	tongue	舌頭	ʂ ɤ ²⁴ + tʰ ou ⁰	舌	129	2
651	Chengdu	Mandarin	31	tongue	舌頭	s e ²¹ + tʰ ə ²¹	舌	129	2
652	Nanjing	Mandarin	31	tongue	舌頭	s e ʔ ⁵ + tʰ əɯ ¹³	舌	129	2
653	Jixi	Hui	31	tongue	舌頭	kʰ i ²¹³ + tɕʰ ɥ a ʔ ³²	口 舌	130	2 2
654	Suzhou	Wu	31	tongue	舌頭	z ə ʔ ²³ + d ʏ ¹³	舌	129	2
655	Wenzhou	Wu	31	tongue	舌頭	kʰ au ²⁴² + j i ²¹	口 舌	130	3 2
656	Changsha	Xiang	31	tongue	舌頭	s ə ²⁴ + t əu ⁰	舌	129	2
657	Changsha	Xiang	31	tongue	舌頭	s ə ²⁴ + ts ɿ ⁰	舌	129	2
658	Loudi	Xiang	31	tongue	舌頭	ɕ j e ³⁵ + ts ɿ ⁰	舌	129	2
659	Nanchang	Gan	31	tongue	舌頭	s ə t ²¹ + tʰ ɛu ⁰	舌	129	2
660	Meixian	Hakka	31	tongue	舌頭	s a t ⁵ + m a ¹¹	舌	129	2
661	Guilin	Pinghua	31	tongue	舌頭	ɕ j e ²² + t ai ²²	舌	129	2
662	Guangzhou	Yue	31	tongue	舌頭	s i t ²	舌	129	2
663	Fuzhou	Min	31	tongue	舌頭	tsʰ w oi ²¹² + s j e ʔ ⁵	喙 舌	131	1 1
664	Xiamen	Min	31	tongue	舌頭	ts i ʔ ⁵ + ja ⁵³	舌	129	1
665	Beijing	Mandarin	32	snake	蛇	ʂ ɤ ³⁵	蛇	132	2
666	Ha_erbin	Mandarin	32	snake	蛇	ʂ ɤ ²⁴	蛇	132	2
667	Ha_erbin	Mandarin	32	snake	蛇	ʈʂʰ a ŋ ²⁴ + ʈʂʰ u ŋ ²⁴	长 虫	133	2 2
668	Jinan	Mandarin	32	snake	蛇	ʂ a ⁵³	蛇	132	2
669	Rongcheng	Mandarin	32	snake	蛇	ʈʂʰ a ŋ ³⁵ + ʈʂʰ o ŋ ⁰	长 虫	133	3 3
670	Taiyuan	Jin	32	snake	蛇	s ɤ ²¹	蛇	132	2
671	Xi_an	Mandarin	32	snake	蛇	ʈʂʰ ɑ ŋ ²⁴ + pfʰ ə ŋ ⁰	长 虫	133	2 2
672	Chengdu	Mandarin	32	snake	蛇	s e ²¹	蛇	132	2
